sector,State,mpi_edu,mpi_att,mpi_cm,mpi_nutri,mpi_elec,mpi_toilet,mpi_water,mpi_fuel,mpi_asset,level,area,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,dem,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,m_poor_1_33_2019,m_poor_1_20_2019,m_poor_1_33_2015,m_poor_1_20_2015,poor_300_2011,poor_420_2011,poor_300_2022,poor_420_2022,poor_300_2023,poor_420_2023,fhiscore,rank202223,totalgva,india_gva,state_share_india,welfare_agg21_sp,india_welfare,welfare_pct_india
Rural,Rajasthan,11.59037948,4.679132998,2.289209329,36.16299331,2.324537002,34.04081762,12.76571602,74.99859333,13.07574362,State,urban/rural,0.282171249,0.995699406,0.336265951,0.306016803,0.309383303,All Households,0.016338686,0,0.702288568,0.13805449,0.838596106,0.686225533,0.070092648,10594.33398,0.665257454,0.8317101,0.482171446,0.35273546,0.622007847,0.590225637,0.301660627,0.051096216,0.273601264,0.470311135,0.039563715,0.204,0.46000001,0.386107355,0.63,0.22332343,0.57901567,0.06599208,0.25015977,0.034331646,0.18191858,28.6,12,5199396.5,93310664,5.5721354,3484.5896,,99.081375
Urban,Rajasthan,5.062009767,2.85063684,1.68248862,27.3657918,0.335780834,12.68862039,1.995223761,13.70254159,3.251707181,State,urban/rural,0.153093591,0.997196853,0.227357551,0.186914891,0.21901454,All Households,0.018731311,0.0003123,0.277712137,0.105546318,0.605824292,0.483893365,0.058635931,14810.52734,1.235900044,1.357922435,0.232683271,0.142979473,0.509737194,0.459658831,0.093461506,0.09824343,0.303002506,0.274549633,0.13485311,0.042,0.17,0.113027774,0.25999999,0.14004427,0.39499557,0.02790701,0.13750267,0.012147513,0.095439039,28.6,12,5199396.5,93310664,5.5721354,4192.4097,,119.20766
All,Rajasthan,10.05457714,4.24897857,2.146477997,34.09344852,1.856681146,29.01770175,10.23195237,60.57866812,10.76463386,State,All,0.250370651,0.996068299,0.310110599,0.277119219,0.287680417,All Households,0.017008016,8.7365E-05,0.583514512,0.128960431,0.773478866,0.629623711,0.066887662,11421.3457,0.784588873,0.941750348,0.429999083,0.308871776,0.590051711,0.553061783,0.252408057,0.062689334,0.281545818,0.417198747,0.056577109,0.166,0.38999999,0.319735557,0.54000002,0.20397283,0.53625709,0.056826137,0.22304656,0.028784301,0.16029358,28.6,12,5199396.5,93310664,5.5721354,3621.248,,102.96715
Rural,Sikkim,11.02749258,1.189400163,0.401166547,12.21001968,0.880517438,10.75209454,10.5123587,36.7713064,16.98696315,State,urban/rural,0.494535536,0.986502945,0.211964533,0.327255934,0.222846851,All Households,0.34039557,0,0.516195774,0.243004486,0.601966977,0.052417208,0.004183708,11700.35352,1.010088086,1.110456347,0.44373554,0.367997825,0.800550163,0.777255535,0.209607288,0.029098313,0.172488332,0.751583397,0.024569085,0.055,0.18000001,0.056002561,0.2,0.11339547,0.63082933,0.001205116,0.024092028,0.005910369,0.047046892,,,167101.23,93310664,0.17908053,5449.6802,,154.95708
Urban,Sikkim,4.115414247,1.080193836,0,7.441282272,0.574501837,16.15629196,2.928049304,2.024691552,9.656053782,State,urban/rural,0.392366737,0.96366632,0.135055259,0.126093194,0.166709602,All Households,0.039182145,0,0.14919214,0.217604756,0.013626244,0.02806904,0.005446984,18512.86523,1.757235408,1.781199694,0.086915746,0.070252292,0.567147374,0.549630642,0.08990515,0.030885665,0.160568133,0.320234656,0.069357388,0.004,0.050000001,0.031746231,0.1,0.086551003,0.33563471,0.001368161,0.010510978,0,0.002776505,,,167101.23,93310664,0.17908053,6405.2783,,182.12871
All,Sikkim,8.570853621,1.150586922,0.258586952,10.51515117,0.771755679,12.67281324,7.816800475,24.42192584,14.38146681,State,All,0.451325506,0.976844728,0.184528768,0.245837763,0.202821076,All Households,0.243218988,0,0.397794157,0.234810099,0.412158221,0.044562075,0.004591263,12649.20801,1.132811785,1.220630169,0.385125637,0.319091231,0.746728003,0.724765718,0.188674346,0.029411351,0.168965697,0.659954965,0.029185666,0.037,0.13,0.048694607,0.17,0.10824042,0.57414192,0.001249654,0.020382168,0.004420901,0.035890341,,,167101.23,93310664,0.17908053,5624.7046,,159.93375
Rural,Tamil Nadu,11.11682057,1.223840844,1.082724147,22.5193873,0.917527918,36.7826283,7.039491087,23.76765758,5.312232673,State,urban/rural,0.295785725,0.994404495,0.31096679,0.300761431,0.284691036,All Households,0.920612097,0.234362553,0.765835524,0.427922666,0.931424677,0.203825951,0.015069724,10890.90625,1.100252986,1.309552431,0.360143065,0.202027276,0.602793038,0.558413029,0.080310963,0.073623993,0.29995513,0.464172184,0.090033345,0.053,0.23,0.115922488,0.34,0.13456601,0.39734098,0.00850912,0.067697704,0.003638857,0.041002676,29.200001,11,8286430.5,93310664,8.880475,4146.8062,,117.91096
Urban,Tamil Nadu,5.555958301,1.382556092,0.567944394,15.39054513,0.390428468,17.88157523,4.191225395,5.200504512,2.24938523,State,urban/rural,0.207462192,0.994048357,0.239914671,0.232584238,0.215097144,All Households,0.732293963,0.055010576,0.619399607,0.323639274,0.857143581,0.103213526,0.009177021,15427.3877,1.692342281,1.889797807,0.241765276,0.118029565,0.504665971,0.471611083,0.038101539,0.065498568,0.277747989,0.291057825,0.08268708,0.021,0.090000004,0.030564062,0.15000001,0.063551106,0.2786096,0.006191715,0.041810699,0.002706544,0.021139771,29.200001,11,8286430.5,93310664,8.880475,4833.1548,,137.4267
All,Tamil Nadu,8.521125466,1.297925785,0.842435658,19.19179112,0.671488838,27.96001136,5.709980056,15.10089636,3.882559016,State,All,0.253507018,0.994234025,0.277023822,0.267835796,0.251444668,All Households,0.828572929,0.146705487,0.694265962,0.376954854,0.895120263,0.154652312,0.012189706,12706.05859,1.3362391,1.540817976,0.312961817,0.168548718,0.557839692,0.51864785,0.062727921,0.070256449,0.28962931,0.38476032,0.087484121,0.038,0.16,0.07299795,0.25,0.10280024,0.3442311,0.007454115,0.055912577,0.003205997,0.031780615,29.200001,11,8286430.5,93310664,8.880475,4434.2388,,126.08385
Rural,Telangana,18.39606464,1.37193976,1.256563887,31.0181886,0.557462731,27.23578513,4.285271093,11.24878898,10.83829999,State,urban/rural,0.918473899,0.995713532,0.284095973,0.347863883,0.256398022,All Households,0.007039127,0,0.923827946,0.850058854,0.330141425,0.342667729,0.010828645,12062.28516,0.902164936,1.046647191,0.399172336,0.275337189,0.637376845,0.607502043,0.168634236,0.046871539,0.257897824,0.507935643,0.04091939,0.088,0.30000001,0.264656276,0.51999998,0.087897591,0.45395473,0.014599845,0.11678658,0.002736485,0.050651059,43.599998,8,3787309.3,93310664,4.0588174,3832.2087,,108.96564
Urban,Telangana,7.146284729,1.296638418,0.95452955,23.14517647,0.197876315,18.99465322,1.578145288,1.511048153,4.014514759,State,urban/rural,0.729434669,0.994255364,0.232540354,0.239609271,0.214341894,All Households,0.018101629,0,0.435604155,0.472450167,0.118764758,0.18938309,0.00693306,22127.23047,1.972984791,2.058905363,0.156482026,0.093645945,0.539865434,0.494189501,0.055403896,0.084606148,0.283294261,0.306976289,0.113491707,0.029,0.12,0.057967879,0.22,0.0770614,0.25109637,0.003096462,0.060528021,0,0.022407698,43.599998,8,3787309.3,93310664,4.0588174,4878.377,,138.71255
All,Telangana,14.55718279,1.346243825,1.153497491,28.33159566,0.43475721,24.4235754,3.361489624,7.925875485,8.509746194,State,All,0.851959288,0.995200455,0.266331941,0.310053617,0.24190715,All Households,0.012429738,0,0.685922921,0.666055143,0.227140352,0.267974138,0.008930378,15199.45117,1.237567425,1.363707066,0.323156804,0.218427807,0.599350452,0.563313663,0.129896328,0.060126383,0.268802524,0.431834072,0.06045578,0.068,0.23999999,0.174963817,0.38999999,0.083550528,0.37257579,0.009526585,0.091975249,0.0015416,0.038318604,43.599998,8,3787309.3,93310664,4.0588174,4207.7222,,119.64306
Rural,Tripura,12.26854697,2.814247087,1.88598074,27.83887684,2.194345929,28.48050892,18.16339493,66.91197157,18.49819124,State,urban/rural,0.480980486,0.990751266,0.313050926,0.299081355,0.290423751,All Households,0.957024992,0.326041956,0.112907887,0.119693682,0.005559402,0.477668256,0.03046154,10890.90625,0.984386563,1.093880415,0.349007279,0.252090424,0.642701685,0.630413949,0.182562664,0.019118898,0.224387765,0.476047099,0.01857209,0.197,0.41999999,0.248896465,0.47999999,0.18069747,0.5732457,0.004701012,0.066455081,0.000579748,0.019580891,,,282970.13,93310664,0.30325595,4441.1631,,126.28074
Urban,Tripura,5.998209864,1.710961014,0.723921042,22.08670229,0.595692964,21.76851183,3.088476323,24.12139177,5.668798462,State,urban/rural,0.350937456,0.9936198,0.233954817,0.18030788,0.23118031,All Households,0.886787832,0.145639345,0.089408852,0.239514738,0.013936716,0.330651104,0.017223395,14731.35352,1.267727375,1.419775605,0.280848414,0.16564253,0.481350273,0.463872313,0.071497627,0.036310248,0.247856706,0.283870518,0.058348812,0.056,0.22,0.084428206,0.22,0.10529442,0.41976646,0,0.015521985,0,0.004222081,,,282970.13,93310664,0.30325595,5134.9014,,146.00661
All,Tripura,10.48579141,2.500565536,1.555588841,26.2034446,1.739823632,26.57218277,13.87735754,54.74593043,14.85059261,State,All,0.442181677,0.99160707,0.290669352,0.265313119,0.273659825,All Households,0.942941368,0.289868467,0.108195968,0.143719643,0.007239182,0.44818908,0.027807089,11556.86426,1.029884934,1.146212101,0.338062435,0.238208771,0.613060653,0.599819481,0.166783795,0.021598535,0.228235185,0.439804673,0.023413884,0.157,0.36000001,0.202919796,0.41,0.16875035,0.5489279,0.003728087,0.055913936,0.000474424,0.01679063,,,282970.13,93310664,0.30325595,4539.8276,,129.08618
Rural,Uttar Pradesh,14.03859258,11.32725403,3.727802634,38.88626397,11.14986017,35.21574736,2.258675545,64.89402652,8.504552394,State,urban/rural,0.396133751,0.990339756,0.396811455,0.429233193,0.389850885,All Households,0.024712952,8.98676E-05,0.822950602,0.307888925,0.016813602,0.132719845,0.003900326,8475.467773,0.689966321,0.864444733,0.502230763,0.364568681,0.538566172,0.517750859,0.23776415,0.038649451,0.321911424,0.303168356,0.020334911,0.264,0.50999999,0.483721554,0.69,0.44302037,0.77768946,0.06198445,0.3303566,0.020659722,0.2171305,45.900002,7,7709481.5,93310664,8.2621651,3101.5884,,88.191063
Urban,Uttar Pradesh,10.30012369,9.521200508,2.905794978,28.29408646,2.584148012,19.65547502,1.38796242,13.17876726,5.468342081,State,urban/rural,0.242054597,0.989512563,0.241183698,0.27687797,0.258637309,All Households,0.022776704,2.92606E-05,0.517701268,0.315267891,0.019026836,0.066411518,0.003834465,12694.7373,1.312357068,1.500083685,0.314736187,0.174175039,0.4651618,0.429313719,0.106800355,0.077065788,0.327607632,0.158890978,0.125803337,0.116,0.23999999,0.178667709,0.34,0.33878395,0.58611864,0.042179435,0.22461841,0.017155817,0.13915648,45.900002,7,7709481.5,93310664,8.2621651,3591.9143,,102.13307
All,Uttar Pradesh,13.17178011,10.90849712,3.537209332,36.43032908,9.163788706,31.60789609,2.056789398,52.90316939,7.80056715,State,All,0.356779784,0.990128517,0.359104514,0.391533434,0.358059227,All Households,0.024267795,7.59336E-05,0.752771556,0.309585392,0.01732244,0.117475085,0.003885184,9035.148438,0.798228562,0.975011408,0.46961692,0.331450522,0.522264123,0.498110294,0.21269612,0.046248328,0.323119313,0.272208512,0.033545449,0.229,0.44,0.407822877,0.60000002,0.42063922,0.73655629,0.057987556,0.30901733,0.019924281,0.20076437,45.900002,7,7709481.5,93310664,8.2621651,3186.8813,,90.616295
Rural,Uttarakhand,8.060547709,4.600769281,2.082444169,24.42113161,0.445445813,22.40168899,8.798199147,59.4294548,11.1767225,State,urban/rural,0.413427174,0.994403481,0.375099599,0.250250906,0.31817016,All Households,0.218389601,0.000488894,0.561294138,0.440960586,0.014811953,0.801918447,0.041648701,11672.57715,1.051863074,1.131605268,0.362850636,0.293155968,0.571903944,0.535764813,0.165515453,0.06319084,0.26168704,0.412683249,0.051738318,0.112,0.31,0.216774374,0.44999999,0.061904848,0.44799411,0.029022308,0.17605311,0.012614531,0.10861152,,,1438469.4,93310664,1.5415916,3664.1296,,104.18645
Urban,Uttarakhand,7.460040599,4.7575064,1.438387576,21.99227959,0.268803514,20.12132555,1.637470163,9.025613964,4.289285466,State,urban/rural,0.192546502,0.98454088,0.327205718,0.243825302,0.28779462,All Households,0.080995418,0,0.237188146,0.539124608,0.023413574,0.529193878,0.021856807,16306.62207,1.782050252,1.855524659,0.145074308,0.101500474,0.48518759,0.450485915,0.070811592,0.071522161,0.280721933,0.226071358,0.147251442,0.066,0.16,0.089675561,0.20999999,0.14519364,0.39750922,0.019860417,0.11026376,0.011111183,0.069815971,,,1438469.4,93310664,1.5415916,4296.9053,,122.1789
All,Uttarakhand,7.878417522,4.648306593,1.887105964,23.68447632,0.391871342,21.71006948,6.626396626,44.14229989,9.087807685,State,All,0.341411829,0.99118793,0.359965205,0.24818109,0.308571547,All Households,0.178768113,0.000347908,0.467829019,0.469268948,0.017292473,0.723270655,0.03594115,13126.39844,1.214018106,1.292368412,0.314488351,0.250594407,0.550027013,0.514250576,0.144585922,0.065044902,0.266758561,0.366269946,0.066400908,0.098,0.25999999,0.172261655,0.37,0.084229797,0.43446201,0.027112328,0.16233799,0.012219762,0.098424092,,,1438469.4,93310664,1.5415916,3803.5237,,108.15001
Rural,West Bengal,15.50779939,2.299091592,1.167154033,30.68740666,3.345154598,35.12257636,5.873437971,80.30620217,10.07753238,State,urban/rural,0.538493335,0.98818332,0.355356842,0.463616788,0.349408776,All Households,0.022572694,0.049818484,0.970467746,0.356028497,0.084754832,0.825529456,0.019664658,8225.780273,0.813524246,1.067590356,0.455632865,0.282584548,0.602438867,0.583489299,0.118584901,0.031454798,0.294926673,0.382307947,0.029747806,0.198,0.43000001,0.319309711,0.54000002,0.33689362,0.7067138,0.033751212,0.25012556,0.018572979,0.15265268,21.799999,16,5618423,93310664,6.0212016,3309.6418,,94.106888
Urban,West Bengal,7.302759588,1.744901203,0.839779899,20.53898275,0.700186519,25.24226308,3.06613557,21.48566246,4.122224078,State,urban/rural,0.322317392,0.992099583,0.200841606,0.311101675,0.203352243,All Households,0.002697291,0.008533652,0.601012766,0.599644959,0.024460843,0.61239785,0.015288016,10639.48926,1.288037539,1.608203411,0.383315951,0.192022353,0.534177065,0.506467104,0.055803865,0.051874071,0.291148812,0.292888612,0.067361996,0.057,0.19,0.091805071,0.28999999,0.20428814,0.40544018,0.0473965,0.20150696,0.022362115,0.12741764,21.799999,16,5618423,93310664,6.0212016,3888.709,,110.57217
All,West Bengal,12.8602609,2.120269835,1.061519515,27.41279304,2.49169711,31.93447292,4.967599735,61.32645607,8.155920357,State,All,0.467152357,0.989475727,0.307012856,0.41417259,0.303711295,All Households,0.016203405,0.036588313,0.852071941,0.434098035,0.065432973,0.757229149,0.018262116,8825.584961,0.943769336,1.215978742,0.435783207,0.257726908,0.581579447,0.559952855,0.101232767,0.037185937,0.293877691,0.354918063,0.039255712,0.153,0.34999999,0.26248768,0.46000001,0.30087402,0.62487888,0.037539341,0.23662834,0.019698881,0.14515434,21.799999,16,5618423,93310664,6.0212016,3421.3506,,97.283234
