sector,State,m_poor_1_33_2019,m_poor_1_20_2019,m_poor_1_33_2015,m_poor_1_20_2015,mpi_edu,mpi_att,mpi_cm,mpi_nutri,mpi_elec,mpi_toilet,mpi_water,mpi_fuel,mpi_asset,level,area,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,dem,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,poor_300_2011,poor_420_2011,poor_300_2022,poor_420_2022,poor_300_2023,poor_420_2023,fhiscore,rank202223,totalgva,india_gva,state_share_india,welfare_agg21_sp,india_welfare,welfare_pct_india
Urban,Sikkim,0,0.050000001,0.029999999,0.1,4.115414247,1.080193836,0,7.441282272,0.574501837,16.15629196,2.928049304,2.024691552,9.656053782,State,urban/rural,0.392366737,0.96366632,0.135055259,0.126093194,0.166709602,All Households,0.053748023,0,0.199729741,0.281969398,0.018630764,0.027759833,0.006473732,18512.86523,1.757235408,1.781199694,0.086915746,0.070252292,0.567147374,0.549630642,0.08990515,0.030885665,0.160568133,0.320234656,0.069357388,0.090000004,0.34,0,0.01,0,0.001609277,,,167101.23,93310664,0.17908053,6405.2783,,182.12871
All,Sikkim,0.039999999,0.13,0.050000001,0.17,8.570853621,1.150586922,0.258586952,10.51515117,0.771755679,12.67281324,7.816800475,24.42192584,14.38146681,State,All,0.451325506,0.976844728,0.184528768,0.245837763,0.202821076,All Households,0.275210679,0,0.445823133,0.259298414,0.458144248,0.045876291,0.005639475,12649.20801,1.132811785,1.220630169,0.385125637,0.319091231,0.746728003,0.724765718,0.188674346,0.029411351,0.168965697,0.659954965,0.029185666,0.11,0.56999999,0,0.02,0.002240616,0.023663236,,,167101.23,93310664,0.17908053,5624.7046,,159.93375
Rural,Tamil Nadu,0.050000001,0.23,0.12,0.34,11.11682057,1.223840844,1.082724147,22.5193873,0.917527918,36.7826283,7.039491087,23.76765758,5.312232673,State,urban/rural,0.295785725,0.994404495,0.31096679,0.300761431,0.284691036,All Households,0.956834555,0.243682764,0.802142143,0.464243293,0.933970869,0.206684798,0.015544299,10890.90625,1.100252986,1.309552431,0.360143065,0.202027276,0.602793038,0.558413029,0.080310963,0.073623993,0.29995513,0.464172184,0.090033345,0.13,0.40000001,0.01,0.07,0.003903094,0.034535535,29.200001,11,8286430.5,93310664,8.880475,4146.8062,,117.91096
Urban,Tamil Nadu,0.02,0.090000004,0.029999999,0.15000001,5.555958301,1.382556092,0.567944394,15.39054513,0.390428468,17.88157523,4.191225395,5.200504512,2.24938523,State,urban/rural,0.207462192,0.994048357,0.239914671,0.232584238,0.215097144,All Households,0.822915375,0.060750697,0.702954888,0.365533412,0.891725302,0.107976861,0.010804879,15427.3877,1.692342281,1.889797807,0.241765276,0.118029565,0.504665971,0.471611083,0.038101539,0.065498568,0.277747989,0.291057825,0.08268708,0.059999999,0.28,0.01,0.039999999,0.006621454,0.022535847,29.200001,11,8286430.5,93310664,8.880475,4833.1548,,137.4267
All,Tamil Nadu,0.039999999,0.16,0.07,0.25,8.521125466,1.297925785,0.842435658,19.19179112,0.671488838,27.96001136,5.709980056,15.10089636,3.882559016,State,All,0.253507018,0.994234025,0.277023822,0.267835796,0.251444668,All Households,0.894657791,0.158750023,0.756090939,0.418413699,0.914356887,0.160856113,0.013343855,12706.05859,1.3362391,1.540817976,0.312961817,0.168548718,0.557839692,0.51864785,0.062727921,0.070256449,0.28962931,0.38476032,0.087484121,0.1,0.34,0.01,0.059999999,0.005231674,0.028670769,29.200001,11,8286430.5,93310664,8.880475,4434.2388,,126.08385
Rural,Telangana,0.090000004,0.30000001,0.25999999,0.51999998,18.39606464,1.37193976,1.256563887,31.0181886,0.557462731,27.23578513,4.285271093,11.24878898,10.83829999,State,urban/rural,0.918473899,0.995713532,0.284095973,0.347863883,0.256398022,All Households,0.007198579,0,0.94362253,0.886273861,0.326109499,0.364292592,0.012752225,12062.28516,0.902164936,1.046647191,0.399172336,0.275337189,0.637376845,0.607502043,0.168634236,0.046871539,0.257897824,0.507935643,0.04091939,0.090000004,0.44999999,0.01,0.12,0.002210604,0.03956854,43.599998,8,3787309.3,93310664,4.0588174,3832.2087,,108.96564
Urban,Telangana,0.029999999,0.12,0.059999999,0.22,7.146284729,1.296638418,0.95452955,23.14517647,0.197876315,18.99465322,1.578145288,1.511048153,4.014514759,State,urban/rural,0.729434669,0.994255364,0.232540354,0.239609271,0.214341894,All Households,0.026076317,0,0.562629461,0.612092435,0.141803503,0.215811566,0.008784024,22127.23047,1.972984791,2.058905363,0.156482026,0.093645945,0.539865434,0.494189501,0.055403896,0.084606148,0.283294261,0.306976289,0.113491707,0.079999998,0.25,0,0.059999999,0,0.016689071,43.599998,8,3787309.3,93310664,4.0588174,4878.377,,138.71255
All,Telangana,0.07,0.23999999,0.17,0.38999999,14.55718279,1.346243825,1.153497491,28.33159566,0.43475721,24.4235754,3.361489624,7.925875485,8.509746194,State,All,0.851959288,0.995200455,0.266331941,0.310053617,0.24190715,All Households,0.015441538,0,0.777262032,0.766552627,0.245632336,0.299458385,0.011019511,15199.45117,1.237567425,1.363707066,0.323156804,0.218427807,0.599350452,0.563313663,0.129896328,0.060126383,0.268802524,0.431834072,0.06045578,0.079999998,0.37,0.01,0.090000004,0.001133406,0.028419675,43.599998,8,3787309.3,93310664,4.0588174,4207.7222,,119.64306
Rural,Tripura,0.2,0.41999999,0.25,0.47999999,12.26854697,2.814247087,1.88598074,27.83887684,2.194345929,28.48050892,18.16339493,66.91197157,18.49819124,State,urban/rural,0.480980486,0.990751266,0.313050926,0.299081355,0.290423751,All Households,0.966360807,0.346667038,0.116533525,0.121834174,0.005760411,0.498234332,0.031053239,10890.90625,0.984386563,1.093880415,0.349007279,0.252090424,0.642701685,0.630413949,0.182562664,0.019118898,0.224387765,0.476047099,0.01857209,0.18000001,0.56999999,0,0.07,0.000469154,0.013155439,,,282970.13,93310664,0.30325595,4441.1631,,126.28074
Urban,Tripura,0.059999999,0.22,0.079999998,0.22,5.998209864,1.710961014,0.723921042,22.08670229,0.595692964,21.76851183,3.088476323,24.12139177,5.668798462,State,urban/rural,0.350937456,0.9936198,0.233954817,0.18030788,0.23118031,All Households,0.920757353,0.155756486,0.095823139,0.247714326,0.009914386,0.348791659,0.020348154,14731.35352,1.267727375,1.419775605,0.280848414,0.16564253,0.481350273,0.463872313,0.071497627,0.036310248,0.247856706,0.283870518,0.058348812,0.11,0.41999999,0,0.02,0,0.002418209,,,282970.13,93310664,0.30325595,5134.9014,,146.00661
All,Tripura,0.16,0.36000001,0.2,0.41,10.48579141,2.500565536,1.555588841,26.2034446,1.739823632,26.57218277,13.87735754,54.74593043,14.85059261,State,All,0.442181677,0.99160707,0.290669352,0.265313119,0.273659825,All Households,0.958076,0.311984003,0.112771034,0.144703031,0.00651507,0.471084833,0.029108429,11556.86426,1.029884934,1.146212101,0.338062435,0.238208771,0.613060653,0.599819481,0.166783795,0.021598535,0.228235185,0.439804673,0.023413884,0.17,0.55000001,0,0.059999999,0.000375081,0.01100246,,,282970.13,93310664,0.30325595,4539.8276,,129.08618
Rural,Uttar Pradesh,0.25999999,0.50999999,0.47999999,0.69,14.03859258,11.32725403,3.727802634,38.88626397,11.14986017,35.21574736,2.258675545,64.89402652,8.504552394,State,urban/rural,0.396133751,0.990339756,0.396811455,0.429233193,0.389850885,All Households,0.025532242,0.000109426,0.842188299,0.3179079,0.01684233,0.144085899,0.004282374,8475.467773,0.689966321,0.864444733,0.502230763,0.364568681,0.538566172,0.517750859,0.23776415,0.038649451,0.321911424,0.303168356,0.020334911,0.44,0.77999997,0.059999999,0.33000001,0.013946,0.16700268,45.900002,7,7709481.5,93310664,8.2621651,3101.5884,,88.191063
Urban,Uttar Pradesh,0.12,0.23999999,0.18000001,0.34,10.30012369,9.521200508,2.905794978,28.29408646,2.584148012,19.65547502,1.38796242,13.17876726,5.468342081,State,urban/rural,0.242054597,0.989512563,0.241183698,0.27687797,0.258637309,All Households,0.024247073,3.76048E-05,0.582381845,0.336867869,0.014553995,0.077101901,0.005101628,12694.7373,1.312357068,1.500083685,0.314736187,0.174175039,0.4651618,0.429313719,0.106800355,0.077065788,0.327607632,0.158890978,0.125803337,0.34,0.58999997,0.039999999,0.22,0.010796961,0.095829777,45.900002,7,7709481.5,93310664,8.2621651,3591.9143,,102.13307
All,Uttar Pradesh,0.23,0.44,0.41,0.60000002,13.17178011,10.90849712,3.537209332,36.43032908,9.163788706,31.60789609,2.056789398,52.90316939,7.80056715,State,All,0.356779784,0.990128517,0.359104514,0.391533434,0.358059227,All Households,0.025262496,9.43515E-05,0.787656963,0.321887463,0.016362026,0.130026489,0.004454329,9035.148438,0.798228562,0.975011408,0.46961692,0.331450522,0.522264123,0.498110294,0.21269612,0.046248328,0.323119313,0.272208512,0.033545449,0.41999999,0.74000001,0.059999999,0.31,0.013222014,0.15063952,45.900002,7,7709481.5,93310664,8.2621651,3186.8813,,90.616295
Rural,Uttarakhand,0.11,0.31,0.22,0.44999999,8.060547709,4.600769281,2.082444169,24.42113161,0.445445813,22.40168899,8.798199147,59.4294548,11.1767225,State,urban/rural,0.413427174,0.994403481,0.375099599,0.250250906,0.31817016,All Households,0.219082281,0.000396342,0.57903564,0.468088597,0.012571331,0.824913025,0.047264788,11672.57715,1.051863074,1.131605268,0.362850636,0.293155968,0.571903944,0.535764813,0.165515453,0.06319084,0.26168704,0.412683249,0.051738318,0.059999999,0.44999999,0.029999999,0.18000001,0.007580399,0.07780689,,,1438469.4,93310664,1.5415916,3664.1296,,104.18645
Urban,Uttarakhand,0.07,0.16,0.090000004,0.20999999,7.460040599,4.7575064,1.438387576,21.99227959,0.268803514,20.12132555,1.637470163,9.025613964,4.289285466,State,urban/rural,0.192546502,0.98454088,0.327205718,0.243825302,0.28779462,All Households,0.101614639,0,0.291870385,0.59589988,0.024580592,0.584095061,0.025812732,16306.62207,1.782050252,1.855524659,0.145074308,0.101500474,0.48518759,0.450485915,0.070811592,0.071522161,0.280721933,0.226071358,0.147251442,0.15000001,0.40000001,0.02,0.11,0.005999472,0.043716554,,,1438469.4,93310664,1.5415916,4296.9053,,122.1789
All,Uttarakhand,0.1,0.25999999,0.17,0.37,7.878417522,4.648306593,1.887105964,23.68447632,0.391871342,21.71006948,6.626396626,44.14229989,9.087807685,State,All,0.341411829,0.99118793,0.359965205,0.24818109,0.308571547,All Households,0.188236117,0.000292265,0.503628075,0.501650929,0.015724877,0.761675954,0.041631632,13126.39844,1.214018106,1.292368412,0.314488351,0.250594407,0.550027013,0.514250576,0.144585922,0.065044902,0.266758561,0.366269946,0.066400908,0.079999998,0.43000001,0.029999999,0.16,0.007124494,0.067975976,,,1438469.4,93310664,1.5415916,3803.5237,,108.15001
Rural,West Bengal,0.2,0.43000001,0.31999999,0.54000002,15.50779939,2.299091592,1.167154033,30.68740666,3.345154598,35.12257636,5.873437971,80.30620217,10.07753238,State,urban/rural,0.538493335,0.98818332,0.355356842,0.463616788,0.349408776,All Households,0.021632001,0.048328289,0.977111161,0.37450698,0.071444914,0.835550129,0.021431627,8225.780273,0.813524246,1.067590356,0.455632865,0.282584548,0.602438867,0.583489299,0.118584901,0.031454798,0.294926673,0.382307947,0.029747806,0.34,0.70999998,0.029999999,0.25,0.01632433,0.12694018,21.799999,16,5618423,93310664,6.0212016,3309.6418,,94.106888
Urban,West Bengal,0.059999999,0.19,0.14,0.28999999,7.302759588,1.744901203,0.839779899,20.53898275,0.700186519,25.24226308,3.06613557,21.48566246,4.122224078,State,urban/rural,0.322317392,0.992099583,0.200841606,0.311101675,0.203352243,All Households,0.002682915,0.008737919,0.661950469,0.636290729,0.025390303,0.643465996,0.019167515,10639.48926,1.288037539,1.608203411,0.383315951,0.192022353,0.534177065,0.506467104,0.055803865,0.051874071,0.291148812,0.292888612,0.067361996,0.2,0.41,0.050000001,0.2,0.015696937,0.095843174,21.799999,16,5618423,93310664,6.0212016,3888.709,,110.57217
All,West Bengal,0.15000001,0.34999999,0.25999999,0.46000001,12.8602609,2.120269835,1.061519515,27.41279304,2.49169711,31.93447292,4.967599735,61.32645607,8.155920357,State,All,0.467152357,0.989475727,0.307012856,0.41417259,0.303711295,All Households,0.016001474,0.036564417,0.883464396,0.452293336,0.057760257,0.778474331,0.020758869,8825.584961,0.943769336,1.215978742,0.435783207,0.257726908,0.581579447,0.559952855,0.101232767,0.037185937,0.293877691,0.354918063,0.039255712,0.30000001,0.62,0.039999999,0.23999999,0.016123276,0.1169748,21.799999,16,5618423,93310664,6.0212016,3421.3506,,97.283234
,Dadra & Nagar Haveli and Daman & Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural,Dadra Nagar Haveli & Diu Daman,,,,,,,,,,,,,,,,,,,,,,0.009355917,0,0.801347613,0.01740081,0.005616471,0.637403548,0.01454235,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban,Dadra Nagar Haveli & Diu Daman,,,,,,,,,,,,,,,,,,,,,,0,0,0.189868554,0.008956652,0.008236426,0.319311321,0,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Dadra Nagar Haveli & Diu Daman,,,,,,,,,,,,,,,,,,,,,,0.003181498,0,0.397803217,0.011828105,0.007345505,0.427479208,0.004945155,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93310664,0,,,
Rural,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,State,urban/rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766.4565,,78.661865
Urban,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,State,urban/rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992.7124,,113.52943
All,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,State,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509.991,,99.803642
Rural,Daman and Diu,,,,,,,,,,,,,,state,urban/rural,,,,,,All,,,,,,,,,1.262664318,1.427535176,0.418608427,0.290514588,0.735097647,0.710750341,0.203319907,0.033121191,0.320641994,0.608080745,0,,,,,,,,,,,,,,
Urban,Daman and Diu,,,,,,,,,,,,,,state,urban/rural,,,,,,All,,,,,,,,,2.047721148,2.139268637,0.130844444,0.088064499,0.616879404,0.597532928,0.024846312,0.031361837,0.246082827,0.236173943,0.053447008,,,,,,,,,,,,,,
All,Daman and Diu,,,,,,,,,,,,,,state,All,,,,,,All,,,,,,,,,1.740863919,1.861071467,0.243323535,0.167196706,0.665987849,0.644564033,0.106598005,0.032168522,0.279395193,0.405942917,0.01690067,,,,,,,,,,,,,,
,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93310664,0,,,
