sector,State,mpi_edu,mpi_att,mpi_cm,mpi_nutri,mpi_elec,mpi_toilet,mpi_water,mpi_fuel,mpi_asset,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,m_poor_1_33_2019,m_poor_1_20_2019,m_poor_1_33_2015,m_poor_1_20_2015,poor_300_2011,poor_420_2011,poor_300_2022,poor_420_2022,fhiscore,rank202223,totalgva,state_share_india,welfare_agg21_sp,welfare_pct_india
Urban,Tripura,5.998209864,1.710961014,0.723921042,22.08670229,0.595692964,21.76851183,3.088476323,24.12139177,5.668798462,0.350937456,0.9936198,0.233954817,0.18030788,0.23118031,0.935365677,0.280975844,0.438769013,0.110704727,0.009113293,0.308689028,0.023212221,14731.35352,1.267727375,1.419775605,0.280848414,0.16564253,0.481350273,0.463872313,0.071497627,0.036310248,0.247856706,0.283870518,0.058348812,0.059999999,0.22,0.079999998,0.22,0.11,0.41999999,0,0.02,,,282970.13,0.30325595,4188.3799,149.57312
All,Tripura,10.48579141,2.500565536,1.555588841,26.2034446,1.739823632,26.57218277,13.87735754,54.74593043,14.85059261,0.442181677,0.99160707,0.290669352,0.265313119,0.273659825,0.965170562,0.485084768,0.581844866,0.083425067,0.008706384,0.387617022,0.033717856,11556.86426,1.029884934,1.146212101,0.338062435,0.238208771,0.613060653,0.599819481,0.166783795,0.021598535,0.228235185,0.439804673,0.023413884,0.16,0.36000001,0.2,0.41,0.17,0.55000001,0,0.059999999,,,282970.13,0.30325595,3275.6411,116.97789
Rural,Uttar Pradesh,14.03859258,11.32725403,3.727802634,38.88626397,11.14986017,35.21574736,2.258675545,64.89402652,8.504552394,0.396133751,0.990339756,0.396811455,0.429233193,0.389850885,0.311704189,0.000440284,0.660556912,0.202703699,0.012595112,0.056200292,0.003749387,8475.467773,0.689966321,0.864444733,0.502230763,0.364568681,0.538566172,0.517750859,0.23776415,0.038649451,0.321911424,0.303168356,0.020334911,0.25999999,0.50999999,0.47999999,0.69,0.44,0.77999997,0.059999999,0.33000001,45.900002,7,7709481.5,8.2621651,2374.2437,84.787682
Urban,Uttar Pradesh,10.30012369,9.521200508,2.905794978,28.29408646,2.584148012,19.65547502,1.38796242,13.17876726,5.468342081,0.242054597,0.989512563,0.241183698,0.27687797,0.258637309,0.235648036,5.90E-06,0.404780924,0.275239766,0.012433688,0.045174014,0.00383924,12694.7373,1.312357068,1.500083685,0.314736187,0.174175039,0.4651618,0.429313719,0.106800355,0.077065788,0.327607632,0.158890978,0.125803337,0.12,0.23999999,0.18000001,0.34,0.34,0.58999997,0.039999999,0.22,45.900002,7,7709481.5,8.2621651,2834.9902,101.24161
All,Uttar Pradesh,13.17178011,10.90849712,3.537209332,36.43032908,9.163788706,31.60789609,2.056789398,52.90316939,7.80056715,0.356779784,0.990128517,0.359104514,0.391533434,0.358059227,0.296355128,0.00035262,0.608938158,0.217342362,0.012562536,0.053975053,0.00376752,9035.148438,0.798228562,0.975011408,0.46961692,0.331450522,0.522264123,0.498110294,0.21269612,0.046248328,0.323119313,0.272208512,0.033545449,0.23,0.44,0.41,0.60000002,0.41999999,0.74000001,0.059999999,0.31,45.900002,7,7709481.5,8.2621651,2448.4512,87.437744
Rural,Uttarakhand,8.060547709,4.600769281,2.082444169,24.42113161,0.445445813,22.40168899,8.798199147,59.4294548,11.1767225,0.413427174,0.994403481,0.375099599,0.250250906,0.31817016,0.353039742,0,0.387267679,0.4831101,0.01315047,0.431252688,0.032616206,11672.57715,1.051863074,1.131605268,0.362850636,0.293155968,0.571903944,0.535764813,0.165515453,0.06319084,0.26168704,0.412683249,0.051738318,0.11,0.31,0.22,0.44999999,0.059999999,0.44999999,0.029999999,0.18000001,,,1438469.4,1.5415916,3057.2083,109.17734
Urban,Uttarakhand,7.460040599,4.7575064,1.438387576,21.99227959,0.268803514,20.12132555,1.637470163,9.025613964,4.289285466,0.192546502,0.98454088,0.327205718,0.243825302,0.28779462,0.277282387,0,0.119406253,0.52877748,0.013112349,0.382504135,0.052100435,16306.62207,1.782050252,1.855524659,0.145074308,0.101500474,0.48518759,0.450485915,0.070811592,0.071522161,0.280721933,0.226071358,0.147251442,0.07,0.16,0.090000004,0.20999999,0.15000001,0.40000001,0.02,0.11,,,1438469.4,1.5415916,3522.0747,125.77839
All,Uttarakhand,7.878417522,4.648306593,1.887105964,23.68447632,0.391871342,21.71006948,6.626396626,44.14229989,9.087807685,0.341411829,0.99118793,0.359965205,0.24818109,0.308571547,0.337246597,0,0.331426561,0.492630392,0.013142522,0.421090066,0.036678087,13126.39844,1.214018106,1.292368412,0.314488351,0.250594407,0.550027013,0.514250576,0.144585922,0.065044902,0.266758561,0.366269946,0.066400908,0.1,0.25999999,0.17,0.37,0.079999998,0.43000001,0.029999999,0.16,,,1438469.4,1.5415916,3142.1011,112.20898
Rural,West Bengal,15.50779939,2.299091592,1.167154033,30.68740666,3.345154598,35.12257636,5.873437971,80.30620217,10.07753238,0.538493335,0.98818332,0.355356842,0.463616788,0.349408776,0.039711025,0.082516871,0.963156164,0.229423806,0.065135196,0.78231746,0.040875115,8225.780273,0.813524246,1.067590356,0.455632865,0.282584548,0.602438867,0.583489299,0.118584901,0.031454798,0.294926673,0.382307947,0.029747806,0.2,0.43000001,0.31999999,0.54000002,0.34,0.70999998,0.029999999,0.25,21.799999,16,5618423,6.0212016,2552.7161,91.161194
Urban,West Bengal,7.302759588,1.744901203,0.839779899,20.53898275,0.700186519,25.24226308,3.06613557,21.48566246,4.122224078,0.322317392,0.992099583,0.200841606,0.311101675,0.203352243,0.035330687,0.03573381,0.7188586,0.39879784,0.029110707,0.614784658,0.040665057,10639.48926,1.288037539,1.608203411,0.383315951,0.192022353,0.534177065,0.506467104,0.055803865,0.051874071,0.291148812,0.292888612,0.067361996,0.059999999,0.19,0.14,0.28999999,0.2,0.41,0.050000001,0.2,21.799999,16,5618423,6.0212016,3259.8213,116.41294
All,West Bengal,12.8602609,2.120269835,1.061519515,27.41279304,2.49169711,31.93447292,4.967599735,61.32645607,8.155920357,0.467152357,0.989475727,0.307012856,0.41417259,0.303711295,0.038494982,0.069529226,0.895335674,0.276444465,0.055134285,0.735807955,0.040816799,8825.584961,0.943769336,1.215978742,0.435783207,0.257726908,0.581579447,0.559952855,0.101232767,0.037185937,0.293877691,0.354918063,0.039255712,0.15000001,0.34999999,0.25999999,0.46000001,0.30000001,0.62,0.039999999,0.23999999,21.799999,16,5618423,6.0212016,2702.6262,96.514702
,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
Rural,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,1.262664318,1.427535176,0.418608427,0.290514588,0.735097647,0.710750341,0.203319907,0.033121191,0.320641994,0.608080745,0,,,,,,,,,,,,,,
Urban,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,2.047721148,2.139268637,0.130844444,0.088064499,0.616879404,0.597532928,0.024846312,0.031361837,0.246082827,0.236173943,0.053447008,,,,,,,,,,,,,,
All,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,1.740863919,1.861071467,0.243323535,0.167196706,0.665987849,0.644564033,0.106598005,0.032168522,0.279395193,0.405942917,0.01690067,,,,,,,,,,,,,,
,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
