statename,sector,sector_type,wealth_index,bpl,aadhar,health_insu_govt,household_has_preg_benefits,household_has_preg_fin,household_health_met,household_angan_benefits,household_angan_immun,household_angan_ecc,round,year,dem
Jharkhand,1,Urban,5,0.18,1.00,0.16,0.12,0.04,0.11,0.14,0.11,0.05,5,2019,All Households
Jharkhand,99,All,1,0.70,0.99,0.03,0.43,0.13,0.27,0.38,0.32,0.18,5,2019,All Households
Jharkhand,99,All,2,0.65,1.00,0.04,0.38,0.14,0.27,0.34,0.30,0.16,5,2019,All Households
Jharkhand,99,All,3,0.55,1.00,0.05,0.33,0.12,0.26,0.31,0.28,0.15,5,2019,All Households
Jharkhand,99,All,4,0.40,1.00,0.05,0.25,0.10,0.21,0.25,0.21,0.10,5,2019,All Households
Jharkhand,99,All,5,0.19,1.00,0.14,0.13,0.04,0.12,0.15,0.12,0.06,5,2019,All Households
Jharkhand,0,Rural,1,0.60,0.98,0.13,0.25,0.14,0.15,0.38,0.31,0.12,4,2015,All Households
Jharkhand,0,Rural,2,0.55,0.99,0.14,0.27,0.17,0.18,0.36,0.30,0.13,4,2015,All Households
Jharkhand,0,Rural,3,0.47,0.99,0.13,0.24,0.14,0.16,0.33,0.27,0.11,4,2015,All Households
Jharkhand,0,Rural,4,0.31,0.98,0.11,0.24,0.12,0.17,0.32,0.26,0.09,4,2015,All Households
Jharkhand,0,Rural,5,0.20,0.99,0.12,0.15,0.09,0.13,0.23,0.17,0.10,4,2015,All Households
Jharkhand,1,Urban,1,0.43,0.95,0.07,0.19,0.14,0.12,0.31,0.26,0.07,4,2015,All Households
Jharkhand,1,Urban,2,0.38,0.94,0.06,0.17,0.14,0.11,0.29,0.21,0.08,4,2015,All Households
Jharkhand,1,Urban,3,0.38,0.97,0.04,0.16,0.09,0.11,0.25,0.19,0.08,4,2015,All Households
Jharkhand,1,Urban,4,0.22,0.97,0.06,0.10,0.08,0.07,0.12,0.10,0.04,4,2015,All Households
Jharkhand,1,Urban,5,0.10,0.98,0.07,0.07,0.04,0.04,0.07,0.06,0.03,4,2015,All Households
Jharkhand,99,All,1,0.59,0.98,0.12,0.24,0.14,0.15,0.38,0.30,0.11,4,2015,All Households
Jharkhand,99,All,2,0.52,0.98,0.13,0.25,0.17,0.17,0.35,0.28,0.12,4,2015,All Households
Jharkhand,99,All,3,0.43,0.98,0.09,0.21,0.13,0.14,0.30,0.24,0.09,4,2015,All Households
Jharkhand,99,All,4,0.25,0.98,0.08,0.14,0.09,0.10,0.19,0.15,0.06,4,2015,All Households
Jharkhand,99,All,5,0.11,0.98,0.07,0.08,0.04,0.05,0.09,0.07,0.03,4,2015,All Households
Karnataka,0,Rural,1,0.91,0.98,0.09,0.33,0.04,0.49,0.31,0.28,0.16,5,2019,All Households
Karnataka,0,Rural,2,0.94,0.99,0.12,0.33,0.05,0.57,0.32,0.29,0.18,5,2019,All Households
Karnataka,0,Rural,3,0.93,0.99,0.14,0.31,0.05,0.65,0.31,0.28,0.16,5,2019,All Households
Karnataka,0,Rural,4,0.86,0.99,0.13,0.32,0.05,0.69,0.31,0.28,0.15,5,2019,All Households
Karnataka,0,Rural,5,0.63,0.99,0.11,0.33,0.04,0.72,0.33,0.30,0.16,5,2019,All Households
Karnataka,1,Urban,1,0.85,0.98,0.05,0.34,0.03,0.51,0.32,0.31,0.21,5,2019,All Households
Karnataka,1,Urban,2,0.85,0.99,0.08,0.36,0.05,0.59,0.33,0.30,0.16,5,2019,All Households
Karnataka,1,Urban,3,0.86,0.99,0.13,0.31,0.03,0.53,0.31,0.29,0.18,5,2019,All Households
Karnataka,1,Urban,4,0.73,0.99,0.09,0.29,0.03,0.52,0.29,0.26,0.16,5,2019,All Households
Karnataka,1,Urban,5,0.46,0.99,0.11,0.19,0.02,0.38,0.20,0.17,0.09,5,2019,All Households
Karnataka,99,All,1,0.90,0.98,0.08,0.33,0.04,0.49,0.31,0.29,0.17,5,2019,All Households
Karnataka,99,All,2,0.93,0.99,0.12,0.33,0.05,0.57,0.32,0.29,0.17,5,2019,All Households
Karnataka,99,All,3,0.91,0.99,0.13,0.31,0.05,0.62,0.31,0.28,0.17,5,2019,All Households
Karnataka,99,All,4,0.79,0.99,0.11,0.30,0.04,0.60,0.30,0.27,0.16,5,2019,All Households
Karnataka,99,All,5,0.49,0.99,0.11,0.21,0.02,0.44,0.22,0.19,0.10,5,2019,All Households
Karnataka,0,Rural,1,0.84,0.85,0.21,0.15,0.11,0.11,0.29,0.26,0.13,4,2015,All Households
Karnataka,0,Rural,2,0.88,0.89,0.27,0.18,0.10,0.14,0.28,0.25,0.13,4,2015,All Households
Karnataka,0,Rural,3,0.86,0.92,0.30,0.20,0.12,0.15,0.30,0.26,0.13,4,2015,All Households
Karnataka,0,Rural,4,0.76,0.93,0.27,0.20,0.09,0.16,0.27,0.23,0.11,4,2015,All Households
Karnataka,0,Rural,5,0.51,0.94,0.23,0.16,0.04,0.15,0.20,0.16,0.06,4,2015,All Households
Karnataka,1,Urban,1,0.76,0.79,0.21,0.16,0.10,0.11,0.23,0.20,0.12,4,2015,All Households
Karnataka,1,Urban,2,0.81,0.90,0.24,0.19,0.08,0.13,0.31,0.27,0.16,4,2015,All Households
Karnataka,1,Urban,3,0.80,0.90,0.22,0.15,0.09,0.14,0.24,0.19,0.10,4,2015,All Households
Karnataka,1,Urban,4,0.63,0.91,0.18,0.13,0.07,0.11,0.21,0.16,0.08,4,2015,All Households
Karnataka,1,Urban,5,0.31,0.94,0.08,0.06,0.02,0.07,0.10,0.07,0.02,4,2015,All Households
Karnataka,99,All,1,0.83,0.84,0.21,0.16,0.11,0.11,0.28,0.25,0.13,4,2015,All Households
Karnataka,99,All,2,0.88,0.89,0.27,0.18,0.10,0.14,0.29,0.25,0.13,4,2015,All Households
Karnataka,99,All,3,0.84,0.91,0.28,0.19,0.11,0.15,0.28,0.24,0.12,4,2015,All Households
Karnataka,99,All,4,0.68,0.92,0.22,0.16,0.08,0.13,0.23,0.19,0.09,4,2015,All Households
Karnataka,99,All,5,0.34,0.94,0.10,0.07,0.02,0.08,0.11,0.08,0.03,4,2015,All Households
Kerala,0,Rural,1,0.97,0.94,0.44,0.40,0.18,0.67,0.36,0.16,0.16,5,2019,All Households
Kerala,0,Rural,2,0.84,0.99,0.63,0.21,0.08,0.55,0.17,0.06,0.05,5,2019,All Households
Kerala,0,Rural,3,0.75,0.99,0.68,0.25,0.08,0.60,0.23,0.12,0.06,5,2019,All Households
Kerala,0,Rural,4,0.51,0.99,0.60,0.26,0.05,0.60,0.25,0.11,0.05,5,2019,All Households
Kerala,0,Rural,5,0.16,0.99,0.38,0.24,0.04,0.53,0.20,0.09,0.03,5,2019,All Households
Kerala,1,Urban,1,0.97,0.95,0.60,0.08,0.15,0.27,0.00,0.00,0.00,5,2019,All Households
Kerala,1,Urban,2,0.76,0.95,0.54,0.15,0.00,0.52,0.23,0.12,0.03,5,2019,All Households
Kerala,1,Urban,3,0.73,0.99,0.59,0.21,0.08,0.60,0.21,0.10,0.06,5,2019,All Households
Kerala,1,Urban,4,0.53,0.99,0.53,0.24,0.08,0.59,0.21,0.09,0.05,5,2019,All Households
Kerala,1,Urban,5,0.23,0.99,0.31,0.20,0.03,0.52,0.21,0.08,0.05,5,2019,All Households
Kerala,99,All,1,0.97,0.94,0.48,0.36,0.18,0.62,0.32,0.14,0.14,5,2019,All Households
Kerala,99,All,2,0.82,0.98,0.61,0.19,0.07,0.55,0.19,0.08,0.05,5,2019,All Households
Kerala,99,All,3,0.75,0.99,0.65,0.24,0.08,0.60,0.22,0.11,0.06,5,2019,All Households
Kerala,99,All,4,0.52,0.99,0.57,0.25,0.06,0.60,0.23,0.10,0.05,5,2019,All Households
Kerala,99,All,5,0.21,0.99,0.34,0.21,0.03,0.53,0.21,0.09,0.04,5,2019,All Households
Kerala,0,Rural,1,0.89,0.91,0.41,0.10,0.14,0.19,0.21,0.02,0.06,4,2015,All Households
Kerala,0,Rural,2,0.69,0.94,0.52,0.17,0.13,0.20,0.25,0.10,0.08,4,2015,All Households
Kerala,0,Rural,3,0.59,0.96,0.57,0.15,0.09,0.20,0.19,0.08,0.04,4,2015,All Households
Kerala,0,Rural,4,0.43,0.96,0.51,0.18,0.09,0.18,0.20,0.08,0.06,4,2015,All Households
Kerala,0,Rural,5,0.14,0.98,0.30,0.13,0.03,0.17,0.14,0.06,0.03,4,2015,All Households
Kerala,1,Urban,1,0.56,0.77,0.33,0.00,0.00,0.00,0.00,0.00,0.00,4,2015,All Households
Kerala,1,Urban,2,0.78,0.93,0.46,0.09,0.00,0.06,0.14,0.09,0.14,4,2015,All Households
Kerala,1,Urban,3,0.65,0.93,0.50,0.13,0.07,0.14,0.16,0.08,0.05,4,2015,All Households
Kerala,1,Urban,4,0.47,0.98,0.48,0.16,0.10,0.19,0.18,0.07,0.04,4,2015,All Households
Kerala,1,Urban,5,0.19,0.97,0.26,0.14,0.04,0.16,0.14,0.06,0.03,4,2015,All Households
Kerala,99,All,1,0.82,0.88,0.39,0.10,0.14,0.17,0.20,0.02,0.05,4,2015,All Households
Kerala,99,All,2,0.72,0.93,0.50,0.15,0.10,0.17,0.22,0.10,0.09,4,2015,All Households
Kerala,99,All,3,0.61,0.95,0.55,0.14,0.09,0.19,0.18,0.08,0.05,4,2015,All Households
Kerala,99,All,4,0.45,0.97,0.50,0.17,0.09,0.18,0.19,0.07,0.05,4,2015,All Households
Kerala,99,All,5,0.17,0.97,0.28,0.13,0.04,0.17,0.14,0.06,0.03,4,2015,All Households
Ladakh,0,Rural,1,0.93,0.98,0.01,0.21,0.24,0.20,0.24,0.14,0.06,5,2019,All Households
Ladakh,0,Rural,2,0.76,0.99,0.03,0.24,0.23,0.21,0.23,0.16,0.04,5,2019,All Households
Ladakh,0,Rural,3,0.55,1.00,0.11,0.20,0.22,0.25,0.24,0.16,0.08,5,2019,All Households
Ladakh,0,Rural,4,0.42,1.00,0.16,0.29,0.30,0.34,0.30,0.23,0.10,5,2019,All Households
Ladakh,0,Rural,5,0.22,1.00,0.21,0.32,0.28,0.24,0.41,0.26,0.03,5,2019,All Households
Ladakh,1,Urban,1,0.70,1.00,0.00,0.28,0.55,0.54,0.28,0.00,0.00,5,2019,All Households
Ladakh,1,Urban,2,0.77,0.98,0.02,0.25,0.32,0.26,0.33,0.26,0.13,5,2019,All Households
Ladakh,1,Urban,3,0.73,0.97,0.04,0.23,0.21,0.34,0.25,0.21,0.11,5,2019,All Households
Ladakh,1,Urban,4,0.43,0.98,0.14,0.22,0.26,0.27,0.27,0.21,0.09,5,2019,All Households
Ladakh,1,Urban,5,0.20,1.00,0.32,0.28,0.24,0.21,0.28,0.28,0.09,5,2019,All Households
Ladakh,99,All,1,0.93,0.98,0.01,0.21,0.25,0.20,0.24,0.14,0.05,5,2019,All Households
Ladakh,99,All,2,0.76,0.99,0.03,0.24,0.24,0.22,0.23,0.16,0.05,5,2019,All Households
Ladakh,99,All,3,0.58,0.99,0.09,0.21,0.22,0.27,0.24,0.17,0.09,5,2019,All Households
Ladakh,99,All,4,0.42,0.99,0.15,0.27,0.29,0.32,0.29,0.22,0.10,5,2019,All Households
Ladakh,99,All,5,0.21,1.00,0.27,0.30,0.26,0.22,0.34,0.27,0.06,5,2019,All Households
Lakshadweep,0,Rural,2,0.77,1.00,0.00,0.45,0.00,0.52,0.08,0.00,0.08,5,2019,All Households
Lakshadweep,0,Rural,3,0.49,1.00,0.12,0.21,0.02,0.31,0.19,0.00,0.02,5,2019,All Households
Lakshadweep,0,Rural,4,0.38,1.00,0.13,0.45,0.01,0.34,0.12,0.03,0.00,5,2019,All Households
Lakshadweep,0,Rural,5,0.03,1.00,0.00,0.49,0.05,0.46,0.23,0.00,0.04,5,2019,All Households
Lakshadweep,1,Urban,1,1.00,1.00,0.00,,,,,,,5,2019,All Households
Lakshadweep,1,Urban,2,0.75,1.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,5,2019,All Households
Lakshadweep,1,Urban,3,0.55,0.99,0.20,0.35,0.06,0.34,0.24,0.06,0.07,5,2019,All Households
Lakshadweep,1,Urban,4,0.45,0.99,0.20,0.37,0.07,0.35,0.26,0.08,0.04,5,2019,All Households
Lakshadweep,1,Urban,5,0.19,0.99,0.15,0.35,0.05,0.42,0.29,0.09,0.07,5,2019,All Households
Lakshadweep,99,All,1,1.00,1.00,0.00,,,,,,,5,2019,All Households
Lakshadweep,99,All,2,0.76,1.00,0.00,0.26,0.00,0.51,0.05,0.00,0.05,5,2019,All Households
Lakshadweep,99,All,3,0.52,0.99,0.17,0.28,0.04,0.33,0.22,0.03,0.04,5,2019,All Households
Lakshadweep,99,All,4,0.44,0.99,0.18,0.39,0.05,0.35,0.22,0.06,0.03,5,2019,All Households
Lakshadweep,99,All,5,0.18,0.99,0.14,0.36,0.05,0.42,0.29,0.09,0.07,5,2019,All Households
Lakshadweep,0,Rural,2,0.00,1.00,0.00,,,,,,,4,2015,All Households
Lakshadweep,0,Rural,3,0.51,1.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,4,2015,All Households
Lakshadweep,0,Rural,4,0.36,1.00,0.00,0.11,0.09,0.19,0.21,0.00,0.03,4,2015,All Households
Lakshadweep,0,Rural,5,0.06,1.00,0.00,0.16,0.20,0.04,0.42,0.00,0.08,4,2015,All Households
Lakshadweep,1,Urban,1,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,4,2015,All Households
Lakshadweep,1,Urban,2,0.17,0.82,0.17,1.00,1.00,0.00,1.00,0.00,1.00,4,2015,All Households
Lakshadweep,1,Urban,3,0.77,0.99,0.01,0.13,0.09,0.17,0.15,0.00,0.02,4,2015,All Households
Lakshadweep,1,Urban,4,0.48,1.00,0.02,0.23,0.09,0.13,0.33,0.03,0.09,4,2015,All Households
Lakshadweep,1,Urban,5,0.24,0.99,0.01,0.20,0.11,0.15,0.35,0.05,0.08,4,2015,All Households
Lakshadweep,99,All,1,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,4,2015,All Households
Lakshadweep,99,All,2,0.12,0.88,0.12,1.00,1.00,0.00,1.00,0.00,1.00,4,2015,All Households
Lakshadweep,99,All,3,0.72,0.99,0.01,0.10,0.07,0.13,0.17,0.00,0.02,4,2015,All Households
Lakshadweep,99,All,4,0.45,1.00,0.02,0.20,0.09,0.14,0.30,0.02,0.08,4,2015,All Households
Lakshadweep,99,All,5,0.21,0.99,0.01,0.20,0.12,0.13,0.36,0.04,0.08,4,2015,All Households
Madhya Pradesh,0,Rural,1,0.64,0.78,0.16,0.22,0.22,0.17,0.35,0.28,0.10,4,2015,All Households
Madhya Pradesh,0,Rural,2,0.56,0.82,0.15,0.24,0.26,0.21,0.34,0.28,0.10,4,2015,All Households
Madhya Pradesh,0,Rural,3,0.45,0.85,0.13,0.25,0.26,0.23,0.33,0.27,0.10,4,2015,All Households
Madhya Pradesh,0,Rural,4,0.30,0.87,0.08,0.25,0.24,0.25,0.33,0.27,0.10,4,2015,All Households
Madhya Pradesh,0,Rural,5,0.17,0.88,0.07,0.23,0.20,0.22,0.29,0.23,0.07,4,2015,All Households
Madhya Pradesh,1,Urban,1,0.62,0.79,0.21,0.23,0.27,0.15,0.34,0.28,0.11,4,2015,All Households
Madhya Pradesh,1,Urban,2,0.59,0.83,0.25,0.28,0.30,0.22,0.38,0.30,0.11,4,2015,All Households
Madhya Pradesh,1,Urban,3,0.53,0.87,0.21,0.24,0.26,0.22,0.32,0.27,0.11,4,2015,All Households
Madhya Pradesh,1,Urban,4,0.41,0.90,0.17,0.23,0.22,0.19,0.29,0.24,0.10,4,2015,All Households
Madhya Pradesh,1,Urban,5,0.21,0.93,0.14,0.15,0.13,0.15,0.19,0.15,0.05,4,2015,All Households
Madhya Pradesh,99,All,1,0.64,0.78,0.17,0.22,0.22,0.17,0.35,0.28,0.10,4,2015,All Households
Madhya Pradesh,99,All,2,0.56,0.82,0.16,0.25,0.26,0.21,0.34,0.28,0.10,4,2015,All Households
Madhya Pradesh,99,All,3,0.48,0.85,0.15,0.25,0.26,0.23,0.33,0.27,0.10,4,2015,All Households
Madhya Pradesh,99,All,4,0.36,0.89,0.14,0.24,0.23,0.21,0.31,0.26,0.10,4,2015,All Households
Madhya Pradesh,99,All,5,0.20,0.92,0.13,0.17,0.14,0.16,0.21,0.16,0.05,4,2015,All Households
Madhya Pradesh,0,Rural,1,0.67,0.99,0.09,0.38,0.22,0.35,0.36,0.32,0.17,5,2019,All Households
Madhya Pradesh,0,Rural,2,0.65,0.99,0.13,0.37,0.24,0.35,0.34,0.30,0.15,5,2019,All Households
Madhya Pradesh,0,Rural,3,0.55,1.00,0.15,0.36,0.23,0.35,0.35,0.30,0.14,5,2019,All Households
Madhya Pradesh,0,Rural,4,0.43,0.99,0.16,0.37,0.23,0.36,0.35,0.31,0.15,5,2019,All Households
Madhya Pradesh,0,Rural,5,0.27,1.00,0.14,0.40,0.20,0.37,0.36,0.31,0.14,5,2019,All Households
Madhya Pradesh,1,Urban,1,0.68,0.98,0.13,0.41,0.20,0.32,0.36,0.30,0.19,5,2019,All Households
Madhya Pradesh,1,Urban,2,0.64,0.99,0.13,0.37,0.23,0.36,0.34,0.30,0.14,5,2019,All Households
Madhya Pradesh,1,Urban,3,0.55,1.00,0.15,0.38,0.20,0.33,0.36,0.32,0.15,5,2019,All Households
Madhya Pradesh,1,Urban,4,0.47,0.99,0.16,0.30,0.16,0.31,0.28,0.25,0.11,5,2019,All Households
Madhya Pradesh,1,Urban,5,0.24,0.99,0.15,0.27,0.14,0.27,0.26,0.22,0.10,5,2019,All Households
Madhya Pradesh,99,All,1,0.67,0.99,0.09,0.38,0.22,0.35,0.36,0.32,0.17,5,2019,All Households
Madhya Pradesh,99,All,2,0.65,0.99,0.13,0.37,0.24,0.35,0.34,0.30,0.15,5,2019,All Households
Madhya Pradesh,99,All,3,0.55,1.00,0.15,0.37,0.22,0.34,0.35,0.30,0.15,5,2019,All Households
Madhya Pradesh,99,All,4,0.45,0.99,0.16,0.34,0.19,0.34,0.32,0.28,0.13,5,2019,All Households
Madhya Pradesh,99,All,5,0.25,0.99,0.15,0.30,0.15,0.29,0.29,0.24,0.11,5,2019,All Households
Maharashtra,0,Rural,1,0.59,0.98,0.09,0.28,0.06,0.25,0.30,0.25,0.17,5,2019,All Households
Maharashtra,0,Rural,2,0.53,0.99,0.11,0.27,0.06,0.27,0.28,0.23,0.16,5,2019,All Households
Maharashtra,0,Rural,3,0.47,1.00,0.12,0.28,0.05,0.30,0.28,0.23,0.16,5,2019,All Households
Maharashtra,0,Rural,4,0.40,1.00,0.11,0.26,0.05,0.33,0.29,0.23,0.15,5,2019,All Households
Maharashtra,0,Rural,5,0.22,1.00,0.10,0.23,0.05,0.28,0.25,0.21,0.11,5,2019,All Households
Maharashtra,1,Urban,1,0.38,0.96,0.05,0.18,0.02,0.23,0.29,0.17,0.14,5,2019,All Households
Maharashtra,1,Urban,2,0.34,0.98,0.06,0.18,0.05,0.17,0.21,0.17,0.10,5,2019,All Households
Maharashtra,1,Urban,3,0.29,0.99,0.06,0.12,0.03,0.18,0.17,0.11,0.08,5,2019,All Households
Maharashtra,1,Urban,4,0.29,0.99,0.08,0.13,0.03,0.16,0.17,0.12,0.09,5,2019,All Households
Maharashtra,1,Urban,5,0.14,0.99,0.09,0.07,0.02,0.10,0.09,0.06,0.04,5,2019,All Households
Maharashtra,99,All,1,0.57,0.98,0.09,0.27,0.06,0.25,0.30,0.25,0.17,5,2019,All Households
Maharashtra,99,All,2,0.50,0.99,0.10,0.26,0.06,0.26,0.27,0.22,0.15,5,2019,All Households
Maharashtra,99,All,3,0.41,0.99,0.10,0.23,0.05,0.26,0.25,0.20,0.13,5,2019,All Households
Maharashtra,99,All,4,0.34,1.00,0.09,0.20,0.04,0.24,0.23,0.18,0.12,5,2019,All Households
Maharashtra,99,All,5,0.15,1.00,0.09,0.10,0.02,0.13,0.12,0.09,0.05,5,2019,All Households
Maharashtra,0,Rural,1,0.49,0.88,0.07,0.21,0.07,0.20,0.29,0.24,0.13,4,2015,All Households
Maharashtra,0,Rural,2,0.47,0.92,0.08,0.21,0.06,0.24,0.30,0.24,0.16,4,2015,All Households
Maharashtra,0,Rural,3,0.37,0.95,0.07,0.21,0.04,0.24,0.29,0.23,0.15,4,2015,All Households
Maharashtra,0,Rural,4,0.27,0.95,0.09,0.22,0.03,0.26,0.28,0.21,0.14,4,2015,All Households
Maharashtra,0,Rural,5,0.13,0.96,0.09,0.19,0.01,0.25,0.23,0.18,0.10,4,2015,All Households
Maharashtra,1,Urban,1,0.29,0.82,0.01,0.22,0.06,0.18,0.33,0.19,0.19,4,2015,All Households
Maharashtra,1,Urban,2,0.21,0.82,0.02,0.11,0.03,0.17,0.18,0.14,0.09,4,2015,All Households
Maharashtra,1,Urban,3,0.27,0.92,0.03,0.14,0.04,0.17,0.18,0.13,0.10,4,2015,All Households
Maharashtra,1,Urban,4,0.22,0.96,0.05,0.13,0.04,0.17,0.15,0.10,0.06,4,2015,All Households
Maharashtra,1,Urban,5,0.08,0.97,0.08,0.05,0.02,0.10,0.05,0.04,0.02,4,2015,All Households
Maharashtra,99,All,1,0.47,0.88,0.07,0.21,0.07,0.20,0.29,0.24,0.13,4,2015,All Households
Maharashtra,99,All,2,0.42,0.90,0.06,0.19,0.05,0.23,0.28,0.23,0.15,4,2015,All Households
Maharashtra,99,All,3,0.34,0.93,0.06,0.18,0.04,0.22,0.25,0.20,0.13,4,2015,All Households
Maharashtra,99,All,4,0.25,0.96,0.07,0.17,0.04,0.21,0.20,0.15,0.10,4,2015,All Households
Maharashtra,99,All,5,0.09,0.97,0.08,0.08,0.02,0.13,0.09,0.06,0.04,4,2015,All Households
Manipur,0,Rural,1,0.52,0.97,0.10,0.20,0.09,0.09,0.27,0.11,0.02,5,2019,All Households
Manipur,0,Rural,2,0.48,0.98,0.13,0.20,0.12,0.10,0.25,0.08,0.02,5,2019,All Households
Manipur,0,Rural,3,0.48,1.00,0.13,0.20,0.13,0.12,0.24,0.09,0.03,5,2019,All Households
Manipur,0,Rural,4,0.37,1.00,0.10,0.20,0.12,0.12,0.27,0.10,0.01,5,2019,All Households
Manipur,0,Rural,5,0.33,1.00,0.05,0.26,0.14,0.18,0.33,0.10,0.03,5,2019,All Households
Manipur,1,Urban,1,0.45,0.98,0.08,0.16,0.09,0.06,0.21,0.05,0.01,5,2019,All Households
Manipur,1,Urban,2,0.45,0.97,0.08,0.20,0.12,0.09,0.22,0.12,0.01,5,2019,All Households
Manipur,1,Urban,3,0.40,1.00,0.07,0.15,0.15,0.07,0.23,0.11,0.01,5,2019,All Households
Manipur,1,Urban,4,0.33,1.00,0.06,0.16,0.10,0.07,0.20,0.12,0.03,5,2019,All Households
Manipur,1,Urban,5,0.34,1.00,0.05,0.17,0.07,0.07,0.19,0.05,0.04,5,2019,All Households
Manipur,99,All,1,0.51,0.97,0.10,0.19,0.09,0.09,0.26,0.10,0.02,5,2019,All Households
Manipur,99,All,2,0.47,0.98,0.12,0.20,0.12,0.10,0.24,0.09,0.02,5,2019,All Households
Manipur,99,All,3,0.44,1.00,0.10,0.18,0.14,0.10,0.23,0.10,0.02,5,2019,All Households
Manipur,99,All,4,0.34,1.00,0.08,0.18,0.11,0.09,0.23,0.11,0.02,5,2019,All Households
Manipur,99,All,5,0.34,1.00,0.05,0.20,0.09,0.10,0.23,0.07,0.04,5,2019,All Households
Manipur,0,Rural,1,0.19,0.45,0.01,0.10,0.05,0.06,0.18,0.04,0.01,4,2015,All Households
Manipur,0,Rural,2,0.29,0.52,0.02,0.12,0.12,0.09,0.21,0.04,0.01,4,2015,All Households
Manipur,0,Rural,3,0.28,0.61,0.03,0.13,0.17,0.11,0.20,0.04,0.01,4,2015,All Households
Manipur,0,Rural,4,0.30,0.69,0.03,0.14,0.17,0.12,0.21,0.02,0.01,4,2015,All Households
Manipur,0,Rural,5,0.23,0.72,0.04,0.14,0.15,0.16,0.23,0.01,0.01,4,2015,All Households
Manipur,1,Urban,1,0.25,0.56,0.01,0.09,0.12,0.06,0.15,0.02,0.01,4,2015,All Households
Manipur,1,Urban,2,0.32,0.63,0.00,0.08,0.12,0.04,0.13,0.03,0.01,4,2015,All Households
Manipur,1,Urban,3,0.30,0.68,0.01,0.11,0.13,0.07,0.16,0.02,0.02,4,2015,All Households
Manipur,1,Urban,4,0.23,0.72,0.01,0.10,0.12,0.07,0.17,0.02,0.02,4,2015,All Households
Manipur,1,Urban,5,0.14,0.76,0.02,0.07,0.07,0.10,0.14,0.02,0.02,4,2015,All Households
Manipur,99,All,1,0.21,0.48,0.01,0.10,0.06,0.06,0.18,0.03,0.01,4,2015,All Households
Manipur,99,All,2,0.30,0.54,0.02,0.11,0.12,0.08,0.19,0.03,0.01,4,2015,All Households
Manipur,99,All,3,0.29,0.64,0.02,0.12,0.16,0.09,0.19,0.03,0.01,4,2015,All Households
Manipur,99,All,4,0.26,0.71,0.02,0.12,0.14,0.09,0.19,0.02,0.02,4,2015,All Households
Manipur,99,All,5,0.17,0.74,0.03,0.10,0.10,0.12,0.17,0.02,0.01,4,2015,All Households
Meghalaya,0,Rural,1,0.62,0.32,0.61,0.45,0.11,0.33,0.49,0.22,0.09,5,2019,All Households
Meghalaya,0,Rural,2,0.68,0.43,0.67,0.37,0.12,0.32,0.41,0.21,0.08,5,2019,All Households
Meghalaya,0,Rural,3,0.69,0.61,0.71,0.30,0.12,0.24,0.32,0.13,0.06,5,2019,All Households
Meghalaya,0,Rural,4,0.54,0.60,0.72,0.27,0.12,0.19,0.32,0.16,0.06,5,2019,All Households
Meghalaya,0,Rural,5,0.33,0.77,0.84,0.16,0.03,0.17,0.19,0.09,0.04,5,2019,All Households
Meghalaya,1,Urban,1,0.71,0.38,0.59,0.34,0.14,0.32,0.38,0.18,0.15,5,2019,All Households
Meghalaya,1,Urban,2,0.60,0.36,0.48,0.16,0.16,0.26,0.23,0.09,0.01,5,2019,All Households
Meghalaya,1,Urban,3,0.40,0.63,0.58,0.09,0.05,0.11,0.13,0.05,0.02,5,2019,All Households
Meghalaya,1,Urban,4,0.34,0.77,0.61,0.10,0.05,0.09,0.14,0.06,0.02,5,2019,All Households
Meghalaya,1,Urban,5,0.24,0.74,0.40,0.03,0.04,0.06,0.05,0.02,0.00,5,2019,All Households
Meghalaya,99,All,1,0.62,0.32,0.61,0.44,0.12,0.33,0.48,0.21,0.09,5,2019,All Households
Meghalaya,99,All,2,0.67,0.43,0.65,0.35,0.12,0.32,0.39,0.19,0.07,5,2019,All Households
Meghalaya,99,All,3,0.60,0.62,0.67,0.24,0.10,0.20,0.27,0.11,0.05,5,2019,All Households
Meghalaya,99,All,4,0.41,0.71,0.65,0.17,0.08,0.12,0.21,0.10,0.04,5,2019,All Households
Meghalaya,99,All,5,0.25,0.75,0.46,0.05,0.04,0.07,0.07,0.03,0.01,5,2019,All Households
Meghalaya,0,Rural,1,0.26,0.01,0.22,0.34,0.09,0.27,0.44,0.18,0.08,4,2015,All Households
Meghalaya,0,Rural,2,0.26,0.00,0.34,0.31,0.09,0.26,0.40,0.16,0.07,4,2015,All Households
Meghalaya,0,Rural,3,0.21,0.00,0.45,0.29,0.12,0.26,0.39,0.15,0.09,4,2015,All Households
Meghalaya,0,Rural,4,0.13,0.01,0.45,0.24,0.08,0.25,0.29,0.09,0.05,4,2015,All Households
Meghalaya,0,Rural,5,0.14,0.00,0.54,0.18,0.03,0.19,0.18,0.07,0.03,4,2015,All Households
Meghalaya,1,Urban,1,0.11,0.00,0.10,0.12,0.23,0.27,0.42,0.05,0.13,4,2015,All Households
Meghalaya,1,Urban,2,0.10,0.01,0.20,0.25,0.32,0.20,0.25,0.12,0.09,4,2015,All Households
