,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,ind_cws_1,ind_cws_2,ind_cws_3,ind_cws_4,ind_cws_5,type,state,urban,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
91,secondary,0.027922092,0.45131278,0.438711166,0.096133664,0.261476338,0.143013448,0.595510244,0.14832826,0.141775236,0.124630079,0.171575919,0.01258063,0.549438119,State+AllSectors+edu_cat,20,99,state,All,2023,Education,2023,NA,NA,0.99398011,1.118131518,0.398491144,0.304603547,Jharkhand
92,tertiary,0.098763332,0.653097928,0.588595808,0.069453701,0.500150144,0.041562103,0.458287776,0.355123997,0.068840839,0.117836311,0.40191865,0.064502127,0.346902072,State+AllSectors+edu_cat,20,99,state,All,2023,Education,2023,NA,NA,1.920175672,1.979893327,0.202085078,0.150837049,Jharkhand
93,below primary,0.012029168,0.587117255,0.58005476,0.153117537,0.031927928,0.26898849,0.699083567,0.525149286,0.233884275,0.079577312,0.03352993,0.004906581,0.648101866,State+AllSectors+edu_cat,21,99,state,All,2023,Education,2023,NA,NA,0.376231134,0.639955997,0.704416156,0.485993832,Odisha
94,primary and middle,0.032982238,0.643467188,0.622244239,0.123582229,0.106794283,0.272379935,0.620825768,0.326733172,0.198020488,0.161811367,0.121585324,0.016389219,0.50219363,State+AllSectors+edu_cat,21,99,state,All,2023,Education,2023,NA,NA,0.665282845,0.862393379,0.509049356,0.346587509,Odisha
95,secondary,0.050969388,0.424061865,0.402447671,0.086759634,0.223624438,0.166222289,0.610153258,0.228785321,0.126848504,0.115303963,0.160158828,0.02160685,0.576081872,State+AllSectors+edu_cat,21,99,state,All,2023,Education,2023,NA,NA,0.856227875,1.041825771,0.459035099,0.324658781,Odisha
96,tertiary,0.211261377,0.72822988,0.57438302,0.053639859,0.578517854,0.020894663,0.400587469,0.49884063,0.058369208,0.094380625,0.421633214,0.153846845,0.27177012,State+AllSectors+edu_cat,21,99,state,All,2023,Education,2023,NA,NA,1.996096492,2.131649494,0.242774189,0.164244831,Odisha
97,below primary,0.032509632,0.64382261,0.622892141,0.220707238,0.060994189,0.218566552,0.720439255,0.413448662,0.267727226,0.061769791,0.03061435,0.012161613,0.627727032,State+AllSectors+edu_cat,22,99,state,All,2023,Education,2023,NA,NA,0.331833839,0.585823119,0.736915112,0.533783674,Chhattisgarh
98,primary and middle,0.048684031,0.696133018,0.662242472,0.200165868,0.125064269,0.23921454,0.635721207,0.286528528,0.324616641,0.130370751,0.083209313,0.027792787,0.434010506,State+AllSectors+edu_cat,22,99,state,All,2023,Education,2023,NA,NA,0.532149494,0.817282438,0.616178334,0.40447548,Chhattisgarh
99,secondary,0.068233512,0.520568073,0.485047907,0.14558278,0.245491594,0.131823272,0.622685134,0.176437795,0.225856707,0.115178876,0.143416688,0.035476569,0.480071157,State+AllSectors+edu_cat,22,99,state,All,2023,Education,2023,NA,NA,0.724143088,0.964726627,0.566896558,0.38736403,Chhattisgarh
100,tertiary,0.150951892,0.706346154,0.599721849,0.087974116,0.548368871,0.023772117,0.427859038,0.352584004,0.106738023,0.109395243,0.383588582,0.106624283,0.293653876,State+AllSectors+edu_cat,22,99,state,All,2023,Education,2023,NA,NA,1.862687945,1.993537068,0.270976931,0.183581874,Chhattisgarh
101,below primary,0.025161354,0.651687086,0.635289729,0.195922941,0.045206308,0.214310288,0.740483403,0.339815587,0.27231124,0.05342143,0.028145349,0.009105667,0.637016296,State+AllSectors+edu_cat,23,99,state,All,2023,Education,2023,NA,NA,0.485492378,0.707727849,0.63765496,0.451513946,Madhya Pradesh
102,primary and middle,0.014965294,0.635838926,0.626323402,0.165162534,0.115744844,0.204317749,0.679937422,0.315458059,0.28360486,0.127481416,0.090981752,0.007615015,0.490316927,State+AllSectors+edu_cat,23,99,state,All,2023,Education,2023,NA,NA,0.677174032,0.863389969,0.516504586,0.36789003,Madhya Pradesh
103,secondary,0.030882061,0.47714594,0.462410688,0.129252434,0.221851215,0.096914448,0.68123436,0.140037403,0.202617615,0.095468111,0.164284185,0.014733951,0.522896111,State+AllSectors+edu_cat,23,99,state,All,2023,Education,2023,NA,NA,0.882938743,1.035642028,0.445463568,0.340360671,Madhya Pradesh
104,tertiary,0.075944684,0.637264788,0.588867903,0.105488218,0.490667284,0.022640273,0.486692458,0.307081729,0.121480577,0.095425613,0.371961713,0.048396874,0.362735242,State+AllSectors+edu_cat,23,99,state,All,2023,Education,2023,NA,NA,1.768669844,1.888868809,0.295467883,0.224217981,Madhya Pradesh
105,below primary,0.011826368,0.600057364,0.592960835,0.111500934,0.126799971,0.206376001,0.666824043,0.369379818,0.218463495,0.056225557,0.043365173,0.003803691,0.678142071,State+AllSectors+edu_cat,24,99,state,All,2023,Education,2023,NA,NA,0.621002555,0.85819602,0.530273199,0.357768178,Gujarat
106,primary and middle,0.018766299,0.665997148,0.653498828,0.124608077,0.281225294,0.124247849,0.594526887,0.30855903,0.224968806,0.174514771,0.135536358,0.010400944,0.454579145,State+AllSectors+edu_cat,24,99,state,All,2023,Education,2023,NA,NA,0.904249489,1.044305205,0.38461718,0.281540006,Gujarat
107,secondary,0.018055979,0.532470167,0.522855878,0.078003459,0.422813565,0.068237513,0.508948922,0.138508439,0.140120789,0.196776688,0.185462341,0.009605149,0.468035012,State+AllSectors+edu_cat,24,99,state,All,2023,Education,2023,NA,NA,1.219696403,1.34829545,0.300688475,0.21725902,Gujarat
108,tertiary,0.055024385,0.691469312,0.65342164,0.075269789,0.615188062,0.008392587,0.376419336,0.184348181,0.08256644,0.203953639,0.366901606,0.038047675,0.308530658,State+AllSectors+edu_cat,24,99,state,All,2023,Education,2023,NA,NA,1.988942981,2.042619944,0.168359146,0.12931101,Gujarat
109,below primary,0,0.721797824,0.721797824,0.23865585,0.289287955,0.137461722,0.573250353,0.706643164,0.185259432,0.106684126,0.032464802,0,0.675591648,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,0.658212721,0.847779274,0.642119467,0.525657415,Daman & Diu
110,primary and middle,0.012911186,0.7098158,0.700651228,0.05109429,0.733303785,0.034942772,0.231753469,0.288295776,0.08818499,0.385067403,0.064915769,0.007039274,0.454792559,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,1.689955354,1.750678062,0.205644026,0.144921392,Daman & Diu
111,secondary,0.03442651,0.580953836,0.560953617,0.014905453,0.781336725,0,0.21866326,0.160569608,0.024072824,0.373439163,0.163441658,0.020000214,0.419046134,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,2.043150663,2.119906187,0.099643774,0.05499693,Daman & Diu
112,tertiary,0.100160249,0.660921633,0.594723582,0.018784314,0.917606592,0,0.082393408,0.604060173,0.012586459,0.368367821,0.213769287,0.066198081,0.339078367,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,2.836907387,2.895751953,0.079213046,0.055585455,Daman & Diu
113,below primary,0.020567676,0.542092144,0.530942559,0.104968458,0.117461272,0.367329359,0.515209377,0.333353668,0.19923228,0.039252233,0.044690013,0.005942565,0.710882902,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,0.641117334,0.916549802,0.532705009,0.320560753,Maharashtra
114,primary and middle,0.02997916,0.608461618,0.590220451,0.089649171,0.238072231,0.283763885,0.478163898,0.192975119,0.220849276,0.105882294,0.136281028,0.014335725,0.522651672,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,0.941907704,1.121751308,0.384228408,0.243657887,Maharashtra
115,secondary,0.038828343,0.501622021,0.482144862,0.077024765,0.319812775,0.155721828,0.524465382,0.142485961,0.184440628,0.110462807,0.186775327,0.019458324,0.498862892,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,1.205698848,1.318756819,0.293230683,0.208993584,Maharashtra
116,tertiary,0.116350971,0.69253099,0.611954391,0.049520168,0.627393603,0.031593572,0.341012836,0.336918592,0.081750669,0.126501277,0.403702408,0.080576651,0.307468981,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,2.173691988,2.215924263,0.128747612,0.098967478,Maharashtra
117,below primary,0.058875702,0.565077245,0.531807899,0.086466499,0.084512569,0.394546181,0.520941257,0.216017187,0.215419188,0.087074794,0.064537689,0.022961099,0.610007226,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,0.750652313,1.00549674,0.442967057,0.230272293,Andhra Pradesh
118,primary and middle,0.031887911,0.608433366,0.589031696,0.06656453,0.170608401,0.291297793,0.538093805,0.360335559,0.157006308,0.133222222,0.119744465,0.01350379,0.576523244,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,0.998372674,1.156185508,0.287004858,0.15349783,Andhra Pradesh
119,secondary,0.047936816,0.453379154,0.431645602,0.057689149,0.280179262,0.162951529,0.556869209,0.153948203,0.131767929,0.114178859,0.184583887,0.021677416,0.547791898,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,1.17208755,1.302333236,0.241998971,0.158193007,Andhra Pradesh
120,tertiary,0.226120785,0.735065818,0.568852127,0.038950346,0.714493513,0.044237308,0.241269201,0.55197072,0.053204108,0.100842312,0.41480571,0.166213661,0.264934182,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,2.283722878,2.369108438,0.133344516,0.079877481,Andhra Pradesh
121,below primary,0.005543209,0.518721104,0.515845716,0.093936056,0.058289181,0.406341165,0.535369635,0.58488071,0.22872369,0.046795197,0.035511684,0.001733718,0.687235713,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,0.792426288,1.016176939,0.433696985,0.262754917,Karnataka
122,primary and middle,0.016672401,0.61094749,0.600761533,0.094302513,0.155893475,0.289874882,0.554231644,0.240322366,0.219868317,0.127193585,0.112021029,0.007833024,0.533084035,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,1.08191812,1.238250971,0.311852634,0.202492669,Karnataka
123,secondary,0.021978268,0.46253562,0.452369869,0.078659631,0.279505581,0.145447791,0.575046599,0.134124741,0.174871892,0.100892901,0.176605076,0.010165731,0.53746438,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,1.38184309,1.479712725,0.261472851,0.201589435,Karnataka
124,tertiary,0.094377436,0.691854835,0.626559317,0.039044302,0.707719624,0.012218321,0.28006205,0.334836364,0.073531061,0.105953082,0.447075188,0.065295488,0.308145195,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,2.810463428,2.845946074,0.086230405,0.070998415,Karnataka
125,below primary,0.035788413,0.253523469,0.244450256,0.013106853,0.400584608,0.169431582,0.429983824,1,0.012170972,0.025951639,0.05604117,0.003495055,0.902341187,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,1.339186907,1.449590564,0.248248786,0.137845129,Goa
126,primary and middle,0.045943119,0.517716408,0.493930876,0.019114995,0.457982957,0.18042092,0.361596107,0.198877767,0.041913137,0.129619151,0.186999694,0.017265299,0.624202728,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,1.878532648,1.907544851,0.093796045,0.069762297,Goa
127,secondary,0.124577433,0.486593038,0.425974518,0.015907658,0.530313492,0.040355176,0.429331332,0.063782424,0.013365266,0.122276485,0.290332764,0.060618509,0.513406992,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,2.275279522,2.291868925,0.068254463,0.051665202,Goa
128,tertiary,0.107961431,0.632026553,0.563792109,0.023657307,0.779407263,0,0.220592767,0.235138118,0,0.182831541,0.380960554,0.068234496,0.367973417,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,3.125485897,3.133755207,0.05610925,0.04783972,Goa
129,below primary,0,0.17834112,0.17834112,0,0.3224051,0.264569789,0.413025141,NA,0.01353571,0.029253053,0.020359237,0,0.936851978,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,0.996711135,1.093328118,0.096616991,0,Lakshadweep
130,primary and middle,0.021804038,0.347771317,0.340188503,0.014395751,0.200804681,0.311191738,0.488003582,0.277763993,0.069316611,0.100030079,0.095071144,0.005893887,0.729688287,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,1.267678499,1.307599545,0.155724734,0.115803666,Lakshadweep
131,secondary,0.159815893,0.518980086,0.436038792,0.003141873,0.462739646,0.239446074,0.29781428,0.326473683,0.06472563,0.107469983,0.263843179,0.082941264,0.481019944,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,1.844053268,1.941554666,0.077755302,0.009532565,Lakshadweep
132,tertiary,0.351572961,0.748232007,0.485173851,0,0.755776107,0.07557974,0.16864413,0.810248733,0.010465476,0.096417166,0.37829119,0.263058156,0.251767993,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,2.585553646,2.585553646,0,0,Lakshadweep
133,below primary,0.043606799,0.357882679,0.342276543,0.019823845,0.154129371,0.398347557,0.447523057,0.55909133,0.072659023,0.018410657,0.045756835,0.006238612,0.856934845,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,0.794147968,0.980245829,0.430749565,0.270637453,Kerala
134,primary and middle,0.043006297,0.517800152,0.49553147,0.01855983,0.249935314,0.298324764,0.451739907,0.059460673,0.111881107,0.129846856,0.157387942,0.018068567,0.582815528,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,1.129575372,1.281831622,0.24344936,0.123484641,Kerala
135,secondary,0.082656346,0.420721829,0.385946482,0.020505466,0.358119518,0.203262642,0.438617826,0.156777501,0.078710541,0.104206115,0.203029841,0.034775332,0.579278171,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,1.309167504,1.43649292,0.202379733,0.10650371,Kerala
136,tertiary,0.185431495,0.667792916,0.543963075,0.017545635,0.652988017,0.042600159,0.304411829,0.42725423,0.056192797,0.078837894,0.408932358,0.123829834,0.332207114,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,2.218752146,2.299958229,0.140078738,0.092821382,Kerala
137,below primary,0.053323578,0.517115355,0.489540935,0.036532734,0.139691755,0.472877651,0.387430608,0.795876026,0.146580011,0.083929673,0.053977862,0.016024372,0.699488103,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,0.593503416,0.954914153,0.568594575,0.277640015,Tamil Nadu
138,primary and middle,0.049216453,0.629124343,0.598161042,0.036325872,0.270314783,0.314068377,0.41561684,0.328989893,0.145843118,0.158600047,0.156151131,0.023908166,0.515497565,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,1.060213447,1.279585719,0.332828283,0.164256141,Tamil Nadu
139,secondary,0.048752602,0.419935971,0.399462998,0.028499063,0.376302451,0.246450007,0.377247572,0.113226399,0.081855267,0.141426206,0.175698474,0.020448215,0.58057183,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,1.322761178,1.503140211,0.279030323,0.144139811,Tamil Nadu
140,tertiary,0.125949711,0.66144532,0.578136444,0.028262438,0.698847413,0.051827975,0.249324605,0.411318511,0.042253848,0.16132988,0.374552727,0.083308838,0.33855468,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,2.471785307,2.529850721,0.118793532,0.075807415,Tamil Nadu
141,below primary,0.014416922,0.333526552,0.328718126,0.003235245,0.373297751,0.355986595,0.270715654,0,0.070014358,0.043701854,0.066117674,0.002630576,0.81753552,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,0.641420126,1.173446178,0.563733518,0.259607226,Puducherry
142,primary and middle,0.028751167,0.552919686,0.537022591,0.008746483,0.458964229,0.330546468,0.210489303,0.267824173,0.069659986,0.130814761,0.202936351,0.011941883,0.584647,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,1.333545089,1.600526333,0.280201584,0.085534364,Puducherry
143,secondary,0.016545191,0.404949367,0.398249388,0.008607844,0.576691151,0.164926186,0.258382678,0.073151603,0.017077243,0.140049472,0.239995301,0.006680998,0.596197009,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,2.094030857,2.15515852,0.129289284,0.070941478,Puducherry
144,tertiary,0.125346124,0.640291929,0.560033858,0.011607104,0.771937966,0.051834907,0.176227152,0.349238098,0.0074099,0.123887256,0.428736687,0.080258109,0.359708041,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,2.644074202,2.724146128,0.0916273,0.044348069,Puducherry
145,below primary,0.001322223,0.483317316,0.482678264,0.091149755,0.245466441,0.247809827,0.506723702,0,0.113080502,0.083609246,0.070888706,0.000354267,0.732067287,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,1.295573473,1.302834749,0.212250009,0.204988673,A & N Island
146,primary and middle,0.040215641,0.649442375,0.623324633,0.132038161,0.357797891,0.14237833,0.499823809,0.203793645,0.194372609,0.093175031,0.204045817,0.020598114,0.487808436,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,1.356056333,1.442290902,0.2783584,0.227098435,A & N Island
147,secondary,0.161633357,0.568904281,0.476950377,0.06005583,0.532626688,0.088845007,0.378528267,0.190886244,0.108051062,0.089294523,0.279030323,0.091843158,0.431780964,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,1.718888879,1.747815013,0.178142577,0.151471555,A & N Island
148,tertiary,0.238432571,0.814589262,0.620364666,0.038990699,0.779943943,0.027934972,0.192121074,0.46774897,0.082045488,0.049775373,0.488543808,0.194224611,0.185410723,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,2.446721077,2.454970598,0.078164682,0.069915302,A & N Island
149,below primary,0.010457486,0.582189143,0.576100886,0.09541674,0.071839854,0.387291789,0.540868342,0.526713729,0.228109866,0.076480776,0.050165653,0.003749065,0.641494632,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,0.737518966,0.967045188,0.48951146,0.294460058,Telangana
150,primary and middle,0.016103942,0.630102754,0.619955599,0.079256415,0.178937629,0.227425948,0.593636453,0.18882443,0.125784039,0.147094309,0.124173455,0.006483949,0.596464217,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,0.932004511,1.095903039,0.355719417,0.208071828,Telangana
151,secondary,0.045929898,0.510874927,0.487410456,0.059336953,0.246227622,0.158422157,0.595350206,0.133588985,0.140471846,0.15660131,0.190337315,0.023464432,0.489125103,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,1.191152334,1.332526922,0.308334827,0.191912428,Telangana
152,tertiary,0.175227717,0.74792254,0.616865814,0.054096315,0.669613361,0.017275941,0.313110709,0.480925113,0.082499206,0.099860266,0.434506327,0.131056771,0.25207743,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,2.443106174,2.481212139,0.121664695,0.093518727,Telangana
