,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,type,statenumber,sector,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
108,tertiary,0.055024385,0.691469312,0.65342164,0.075269789,0.615188062,0.008392587,0.376419336,0.244683072,0.126360118,0.561508179,0.312131733,State+AllSectors+edu_cat,24,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Gujarat
109,below primary,0,0.721797824,0.721797824,0.23865585,0.289287955,0.137461722,0.573250353,0.504324794,0.571068645,0.100073874,0.328857511,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Daman & Diu
110,primary and middle,0.012911186,0.7098158,0.700651228,0.05109429,0.733303785,0.034942772,0.231753469,0.239026845,0.163861409,0.120623574,0.715515018,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Daman & Diu
111,secondary,0.03442651,0.580953836,0.560953617,0.014905453,0.781336725,0,0.21866326,0.249103904,0.042914104,0.291363925,0.665721953,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Daman & Diu
112,tertiary,0.100160249,0.660921633,0.594723582,0.018784314,0.917606592,0,0.082393408,0.421780169,0.021163544,0.359443098,0.619393349,State+AllSectors+edu_cat,25,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Daman & Diu
113,below primary,0.020567676,0.542092144,0.530942559,0.104968458,0.117461272,0.367329359,0.515209377,0.337239534,0.704448581,0.158015639,0.137535796,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Maharashtra
114,primary and middle,0.02997916,0.608461618,0.590220451,0.089649171,0.238072231,0.283763885,0.478163898,0.251813233,0.477284074,0.294161916,0.228553981,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Maharashtra
115,secondary,0.038828343,0.501622021,0.482144862,0.077024765,0.319812775,0.155721828,0.524465382,0.190462381,0.382912099,0.387759119,0.229328781,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Maharashtra
116,tertiary,0.116350971,0.69253099,0.611954391,0.049520168,0.627393603,0.031593572,0.341012836,0.319162637,0.133589491,0.659693658,0.20671685,State+AllSectors+edu_cat,27,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Maharashtra
117,below primary,0.058875702,0.565077245,0.531807899,0.086466499,0.084512569,0.394546181,0.520941257,0.291417152,0.586922586,0.175836846,0.237240553,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andhra Pradesh
118,primary and middle,0.031887911,0.608433366,0.589031696,0.06656453,0.170608401,0.291297793,0.538093805,0.408262283,0.382967442,0.292078912,0.324953645,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andhra Pradesh
119,secondary,0.047936816,0.453379154,0.431645602,0.057689149,0.280179262,0.162951529,0.556869209,0.196583077,0.306059331,0.428735733,0.265204936,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andhra Pradesh
120,tertiary,0.226120785,0.735065818,0.568852127,0.038950346,0.714493513,0.044237308,0.241269201,0.475669354,0.093528889,0.7291978,0.177273333,State+AllSectors+edu_cat,28,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andhra Pradesh
121,below primary,0.005543209,0.518721104,0.515845716,0.093936056,0.058289181,0.406341165,0.535369635,0.533193111,0.735373676,0.114174254,0.150452092,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Karnataka
122,primary and middle,0.016672401,0.61094749,0.600761533,0.094302513,0.155893475,0.289874882,0.554231644,0.26124844,0.4789294,0.244010448,0.277060151,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Karnataka
123,secondary,0.021978268,0.46253562,0.452369869,0.078659631,0.279505581,0.145447791,0.575046599,0.183409035,0.386568397,0.390399724,0.223031878,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Karnataka
124,tertiary,0.094377436,0.691854835,0.626559317,0.039044302,0.707719624,0.012218321,0.28006205,0.340276718,0.117356896,0.713540077,0.169103026,State+AllSectors+edu_cat,29,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Karnataka
125,below primary,0.035788413,0.253523469,0.244450256,0.013106853,0.400584608,0.169431582,0.429983824,0.460915655,0.129253224,0.595145702,0.275601059,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Goa
126,primary and middle,0.045943119,0.517716408,0.493930876,0.019114995,0.457982957,0.18042092,0.361596107,0.326757163,0.116902083,0.521570444,0.361527443,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Goa
127,secondary,0.124577433,0.486593038,0.425974518,0.015907658,0.530313492,0.040355176,0.429331332,0.169290245,0.03137574,0.681573093,0.287051171,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Goa
128,tertiary,0.107961431,0.632026553,0.563792109,0.023657307,0.779407263,0,0.220592767,0.224922597,0,0.675711036,0.324288964,State+AllSectors+edu_cat,30,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Goa
129,below primary,0,0.17834112,0.17834112,0,0.3224051,0.264569789,0.413025141,1,0.214349002,0.3224051,0.463245898,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Lakshadweep
130,primary and middle,0.021804038,0.347771317,0.340188503,0.014395751,0.200804681,0.311191738,0.488003582,0.274184585,0.262148023,0.359548926,0.378303081,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Lakshadweep
131,secondary,0.159815893,0.518980086,0.436038792,0.003141873,0.462739646,0.239446074,0.29781428,0.317696929,0.148440078,0.605091035,0.246468857,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Lakshadweep
132,tertiary,0.351572961,0.748232007,0.485173851,0,0.755776107,0.07557974,0.16864413,0.815139413,0.021570569,0.779702365,0.198727056,State+AllSectors+edu_cat,31,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Lakshadweep
133,below primary,0.043606799,0.357882679,0.342276543,0.019823845,0.154129371,0.398347557,0.447523057,0.660164416,0.531030297,0.334414959,0.134554744,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Kerala
134,primary and middle,0.043006297,0.517800152,0.49553147,0.01855983,0.249935314,0.298324764,0.451739907,0.099794365,0.280049235,0.394491076,0.325459659,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Kerala
135,secondary,0.082656346,0.420721829,0.385946482,0.020505466,0.358119518,0.203262642,0.438617826,0.203227088,0.203941599,0.526056945,0.270001441,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Kerala
136,tertiary,0.185431495,0.667792916,0.543963075,0.017545635,0.652988017,0.042600159,0.304411829,0.434349447,0.103302598,0.751764953,0.144932434,State+AllSectors+edu_cat,32,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Kerala
137,below primary,0.053323578,0.517115355,0.489540935,0.036532734,0.139691755,0.472877651,0.387430608,0.743300319,0.515242279,0.189737171,0.29502055,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Tamil Nadu
138,primary and middle,0.049216453,0.629124343,0.598161042,0.036325872,0.270314783,0.314068377,0.41561684,0.370761782,0.316509396,0.338934153,0.344556451,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Tamil Nadu
139,secondary,0.048752602,0.419935971,0.399462998,0.028499063,0.376302451,0.246450007,0.377247572,0.172349095,0.205161363,0.440369189,0.354469448,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Tamil Nadu
140,tertiary,0.125949711,0.66144532,0.578136444,0.028262438,0.698847413,0.051827975,0.249324605,0.405275762,0.073086284,0.647862136,0.279051572,State+AllSectors+edu_cat,33,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Tamil Nadu
141,below primary,0.014416922,0.333526552,0.328718126,0.003235245,0.373297751,0.355986595,0.270715654,0.885381877,0.389327943,0.367659718,0.243012354,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Puducherry
142,primary and middle,0.028751167,0.552919686,0.537022591,0.008746483,0.458964229,0.330546468,0.210489303,0.42700094,0.172677428,0.503050983,0.32427159,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Puducherry
143,secondary,0.016545191,0.404949367,0.398249388,0.008607844,0.576691151,0.164926186,0.258382678,0.100815751,0.043002509,0.604336441,0.352661073,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Puducherry
144,tertiary,0.125346124,0.640291929,0.560033858,0.011607104,0.771937966,0.051834907,0.176227152,0.312923342,0.013231165,0.765554965,0.221213877,State+AllSectors+edu_cat,34,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Puducherry
145,below primary,0.001322223,0.483317316,0.482678264,0.091149755,0.245466441,0.247809827,0.506723702,0.595011353,0.422606885,0.264926821,0.312466294,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andaman and Nicobar Island
146,primary and middle,0.040215641,0.649442375,0.623324633,0.132038161,0.357797891,0.14237833,0.499823809,0.244064972,0.395392984,0.415070236,0.189536765,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andaman and Nicobar Island
147,secondary,0.161633357,0.568904281,0.476950377,0.06005583,0.532626688,0.088845007,0.378528267,0.278483123,0.226818904,0.585735559,0.187445506,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andaman and Nicobar Island
148,tertiary,0.238432571,0.814589262,0.620364666,0.038990699,0.779943943,0.027934972,0.192121074,0.448279351,0.132253647,0.787510693,0.080235668,State+AllSectors+edu_cat,35,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Andaman and Nicobar Island
149,below primary,0.010457486,0.582189143,0.576100886,0.09541674,0.071839854,0.387291789,0.540868342,0.376136184,0.643004417,0.141408786,0.215586796,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Telangana
150,primary and middle,0.016103942,0.630102754,0.619955599,0.079256415,0.178937629,0.227425948,0.593636453,0.271504611,0.316819131,0.311868638,0.371312231,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Telangana
151,secondary,0.045929898,0.510874927,0.487410456,0.059336953,0.246227622,0.158422157,0.595350206,0.182646707,0.288200319,0.390507221,0.32129246,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Telangana
152,tertiary,0.175227717,0.74792254,0.616865814,0.054096315,0.669613361,0.017275941,0.313110709,0.433769077,0.133739308,0.704377413,0.16188328,State+AllSectors+edu_cat,36,99,state,All,2023,Education,2023,NA,NA,NA,NA,NA,NA,Telangana
153,below primary,0.002108116,0.634172618,0.632835686,0.106012091,0.019561442,0.110951073,0.869487464,0.555324078,0.781309187,0.042356741,0.176334068,State+Urban+edu_cat,1,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
154,primary and middle,0.02089409,0.652155042,0.638528883,0.066224091,0.136925861,0.181636676,0.681437492,0.205943778,0.434477925,0.21271266,0.352809399,State+Urban+edu_cat,1,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
155,secondary,0.071698956,0.499408901,0.463601798,0.055397201,0.269715786,0.099848963,0.630435288,0.148785248,0.259917945,0.448015481,0.292066574,State+Urban+edu_cat,1,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
156,tertiary,0.270317554,0.753614426,0.54989922,0.022225624,0.699756622,0.010650906,0.289592505,0.390129685,0.098593809,0.755204022,0.146202192,State+Urban+edu_cat,1,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
157,below primary,0.016662022,0.408038557,0.401239812,0.018212223,0.24601379,0.15478377,0.599202454,0.5227561,0.240097359,0.346414179,0.413488477,State+Urban+edu_cat,1,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
158,primary and middle,0.043001305,0.582046807,0.557018042,0.022756053,0.316692889,0.159012675,0.524294436,0.20531933,0.091662385,0.475404233,0.43293336,State+Urban+edu_cat,1,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
159,secondary,0.100533642,0.438122094,0.394076079,0.02189978,0.476552874,0.043375511,0.480071634,0.116884492,0.070091739,0.687449992,0.242458284,State+Urban+edu_cat,1,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
160,tertiary,0.246559694,0.708479047,0.533796668,0.038435042,0.654324293,0.001104743,0.344570965,0.414200902,0.02351414,0.866251767,0.110234082,State+Urban+edu_cat,1,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Jammu and Kashmir
161,below primary,0.003800452,0.545903325,0.543828666,0.14816846,0.062789522,0.116393976,0.820816517,0.68184495,0.771623731,0.059046298,0.169329956,State+Urban+edu_cat,2,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
162,primary and middle,0.01057371,0.789983928,0.781630874,0.125163391,0.148580238,0.167011797,0.684407949,0.196980998,0.612603843,0.166449189,0.220946938,State+Urban+edu_cat,2,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
163,secondary,0.057778824,0.676317871,0.637241006,0.119580738,0.217250586,0.110090017,0.672659397,0.129091769,0.520711064,0.259088874,0.220200047,State+Urban+edu_cat,2,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
164,tertiary,0.254017711,0.771276414,0.57535857,0.127420381,0.41036734,0.01607148,0.573561192,0.421960145,0.417726874,0.443469018,0.138804078,State+Urban+edu_cat,2,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
165,below primary,0.042632695,0.53618902,0.513329804,0.102419153,0.424235523,0.117819659,0.45794484,0.482225031,0.079886772,0.469221532,0.450891703,State+Urban+edu_cat,2,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
166,primary and middle,0.015297366,0.691914976,0.681330502,0.043393016,0.532183468,0.14391394,0.323902607,0.066553459,0.063591577,0.244071111,0.692337334,State+Urban+edu_cat,2,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
167,secondary,0.059491403,0.497197896,0.467618883,0.029704235,0.635056913,0.056032971,0.308910102,0.08812847,0.034309424,0.528705359,0.436985195,State+Urban+edu_cat,2,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
168,tertiary,0.160403907,0.730741024,0.613527298,0.022098152,0.728871047,0.006227893,0.264901042,0.318810672,0.027730791,0.659915984,0.312353224,State+Urban+edu_cat,2,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Himachal Pradesh
169,below primary,0.042991169,0.491327763,0.470205009,0.033633128,0.208658636,0.38760528,0.403736085,0.347525269,0.523012102,0.22263068,0.254357219,State+Urban+edu_cat,3,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
170,primary and middle,0.03244973,0.580232143,0.561403751,0.037196215,0.232705235,0.266208887,0.501085877,0.299564183,0.355104178,0.287512869,0.357382953,State+Urban+edu_cat,3,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
171,secondary,0.085902415,0.565211236,0.516658247,0.077232085,0.264370441,0.124056421,0.61157316,0.293568462,0.424967021,0.318503857,0.256529123,State+Urban+edu_cat,3,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
172,tertiary,0.262807429,0.686767042,0.506279588,0.076918453,0.543183684,0.014875264,0.441941053,0.530358374,0.270460397,0.521591425,0.207948178,State+Urban+edu_cat,3,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
173,below primary,0.022822971,0.501942694,0.49048689,0.01763526,0.400704741,0.178451076,0.420844167,0.383551598,0.054075871,0.581395924,0.364528239,State+Urban+edu_cat,3,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
174,primary and middle,0.039176177,0.55479908,0.533064187,0.032853786,0.496462524,0.150705948,0.352831542,0.301900327,0.036781557,0.455620557,0.507597923,State+Urban+edu_cat,3,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
175,secondary,0.071007952,0.457645744,0.425149262,0.026771387,0.477242082,0.049021062,0.473736852,0.251902223,0.040769622,0.632058799,0.327171564,State+Urban+edu_cat,3,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
176,tertiary,0.130504578,0.617243469,0.536690354,0.048027333,0.60346657,0.012202144,0.384331286,0.364095122,0.010510636,0.798448503,0.191040844,State+Urban+edu_cat,3,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Punjab
177,below primary,0.03244422,0.392586201,0.379849046,0.006224944,0.610374033,0.181799173,0.207826778,0.758578539,0,0.615905762,0.384094238,State+Urban+edu_cat,4,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Chandigarh
178,primary and middle,0.071930252,0.568205535,0.527334392,0.00208795,0.62345022,0.104869254,0.271680534,0.283318192,0,0.583874524,0.416125506,State+Urban+edu_cat,4,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Chandigarh
179,secondary,0.093961813,0.455566466,0.412760615,0.001341684,0.796776175,0.033574279,0.169649556,0.142837718,0.006730672,0.697965443,0.295303881,State+Urban+edu_cat,4,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Chandigarh
180,tertiary,0.12070711,0.641850173,0.564374268,0.019107549,0.764959633,0,0.235040396,0.187019438,0,0.931587875,0.06841214,State+Urban+edu_cat,4,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Chandigarh
181,below primary,0.016407428,0.531075537,0.522361994,0.082285509,0.047123045,0.237421662,0.715455294,0.435169846,0.662581205,0.116896108,0.220522702,State+Urban+edu_cat,5,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
182,primary and middle,0.045686044,0.618498266,0.590241492,0.106307611,0.163361982,0.19277212,0.643865883,0.306970894,0.459598452,0.174065903,0.36633566,State+Urban+edu_cat,5,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
183,secondary,0.080090776,0.499680907,0.459661067,0.079192951,0.291146755,0.106096372,0.602756858,0.194214731,0.416014254,0.3198919,0.264093876,State+Urban+edu_cat,5,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
184,tertiary,0.119942054,0.691371143,0.608446658,0.083311729,0.535566568,0.015846724,0.448586673,0.345267385,0.195640504,0.609668493,0.194691017,State+Urban+edu_cat,5,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
185,below primary,0.025011308,0.416603804,0.406183988,0.033956531,0.267150402,0.248139843,0.484709769,0.449501932,0.122606881,0.484721839,0.392671287,State+Urban+edu_cat,5,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
186,primary and middle,0.057542279,0.513016164,0.48349601,0.037134048,0.45511964,0.099199764,0.445680588,0.352434963,0.063337564,0.532187819,0.404474586,State+Urban+edu_cat,5,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
187,secondary,0.059276477,0.400205314,0.376482546,0.017247614,0.468879938,0.054350514,0.476769537,0.202441335,0.054722652,0.722412825,0.222864538,State+Urban+edu_cat,5,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
188,tertiary,0.108718485,0.593774319,0.529220104,0.043286227,0.624774098,0,0.375225931,0.337829888,0.02733751,0.806629241,0.166033268,State+Urban+edu_cat,5,1,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Uttrakhand
189,below primary,0.027640484,0.351090699,0.341386408,0.061915465,0.149806291,0.229593694,0.620599985,0.558905125,0.665387511,0.152976662,0.181635812,State+Urban+edu_cat,6,0,state,urban/rural,2023,Education,2023,NA,NA,NA,NA,NA,NA,Haryana
