,m_poor_1_20,m_poor_1_33,m_poor_1_50,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
3303,0.384646147,0.166872457,0.017267846,2015,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,2 to 3
3304,0.331095397,0.138598233,0.033509109,2015,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,4 to 6
3305,0.442802578,0.182548419,0.046836477,2015,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,7+
3446,0.851510406,0.593355536,0.032322202,2015,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,1
3447,0.476857483,0.221781835,0.021375678,2015,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,2 to 3
3448,0.394143373,0.172774002,0.042876698,2015,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,4 to 6
3449,0.505524874,0.222091019,0.056724936,2015,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,7+
3450,0.573675394,0.180797502,0.021415647,2015,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,1
3451,0.1819783,0.0461892,0.008239394,2015,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,2 to 3
3452,0.182066813,0.057815839,0.011366634,2015,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,4 to 6
3453,0.252722025,0.062714212,0.01686942,2015,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,7+
6,0.31667003,0.132061303,0.027448211,2019,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
44,0.3417283,0.147414967,0.030559966,2019,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
45,0.174291506,0.044823367,0.009767555,2019,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
138,0.399101377,0.152528167,0.043370247,2019,State,All,Age,state,99,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
139,0.305367678,0.128937423,0.035351031,2019,State,All,Age,state,99,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
140,0.289022416,0.118134446,0.01574567,2019,State,All,Age,state,99,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
141,0.412531078,0.187296793,0.027869076,2019,State,All,Age,state,99,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
142,0.402701706,0.201453522,0,2019,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
325,0.44110015,0.171369761,0.050899949,2019,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
326,0.328721017,0.144989148,0.039732937,2019,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
327,0.3131769,0.131730378,0.01750901,2019,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
328,0.430714965,0.200558111,0.029565852,2019,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
329,0.6203354,0.329914302,0,2019,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
330,0.227793902,0.075675711,0.012657573,2019,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
331,0.187979534,0.048251625,0.013324908,2019,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
332,0.141531199,0.035115529,0.004978439,2019,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
333,0.178419992,0.016561927,0.006023659,2019,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
334,0.06140627,0,0,2019,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
677,0.470534503,0.243780628,0.05468037,2019,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
678,0.435469687,0.19964388,0.048148476,2019,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
679,0.206925437,0.051025674,0.005420902,2019,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
680,0.114093482,0.019102871,0.002298057,2019,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
681,0.23468183,0.159319758,0,2019,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
866,0.484864116,0.256628633,0.056803431,2019,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
867,0.449166417,0.209964097,0.050710499,2019,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
868,0.222383648,0.057814229,0.006397469,2019,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
869,0.135592848,0.021559648,0.002508967,2019,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
870,0.305025011,0.230033979,0,2019,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
871,0.310835272,0.100593522,0.031019481,2019,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
872,0.330996662,0.120925486,0.028606409,2019,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
873,0.133289784,0.018688189,0.000768998,2019,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
874,0.064285167,0.013411175,0.001809435,2019,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
875,0.076197989,0,0,2019,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1213,0.316132545,0.132602483,0.028259708,2019,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1214,0.320343941,0.127864942,0.021525515,2019,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,2,NA
1215,0.444487572,0.222357109,0,2019,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1324,0.33985576,0.147421271,0.031305779,2019,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1325,0.355705619,0.147023395,0.024841869,2019,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,2,NA
1326,0.6203354,0.329914302,0,2019,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1327,0.175964341,0.045046028,0.010262054,2019,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1328,0.165034667,0.043720555,0.006960017,2019,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,2,NA
1329,0.080950588,0,0,2019,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1535,0.508203447,0.304669112,0.003416521,2019,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,1
1536,0.319217175,0.143491104,0.016125202,2019,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
1537,0.285198212,0.112712838,0.02825137,2019,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
1538,0.426365942,0.177524328,0.045535695,2019,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
1687,0.6041013,0.371651858,0.00361444,2019,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,1
1688,0.359996527,0.16567567,0.018628042,2019,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
1689,0.303272367,0.124644846,0.031199738,2019,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
1690,0.446522832,0.191552863,0.049449716,2019,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
1691,0.154605359,0.057687778,0.002686749,2019,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,1
1692,0.113002151,0.031307202,0.003468724,2019,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
1693,0.181770995,0.044433258,0.011379656,2019,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
1694,0.28019461,0.075793862,0.01715247,2019,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
1962,0.447042525,0.243452907,0.075592309,2015,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1999,0.519782186,0.297157258,0.094131656,2015,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2000,0.210043639,0.06847436,0.015187771,2015,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2089,0.492414355,0.275101542,0.089127198,2015,State,All,Age,state,99,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
2090,0.44205749,0.251771063,0.0929389,2015,State,All,Age,state,99,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
2091,0.424225986,0.218750551,0.053191386,2015,State,All,Age,state,99,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
2092,0.540887952,0.274472713,0.057432663,2015,State,All,Age,state,99,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
2093,0,0,0,2015,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2252,0.598534584,0.365985274,0.121391028,2015,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
2253,0.522384048,0.310278028,0.116873741,2015,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
2254,0.491099626,0.268250108,0.066759437,2015,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
2255,0.553228199,0.281701982,0.063071206,2015,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
2256,0,0,0,2015,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2257,0.26698631,0.082039975,0.020590123,2015,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,15 to 29,NA,NA,NA
2258,0.205235213,0.079278313,0.022373144,2015,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,30 to 45,NA,NA,NA
2259,0.178558141,0.036908381,0.003347644,2015,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,45 to 64,NA,NA,NA
2260,0.415193588,0.200837418,0,2015,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,65+,NA,NA,NA
2261,NA,NA,NA,2015,State,urban/rural,Age,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2558,0.633601069,0.409539402,0.148861453,2015,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
2559,0.517844737,0.299745053,0.095777467,2015,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
2560,0.287343174,0.092779912,0.008734978,2015,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
2561,0.111383721,0.022346484,0.000505929,2015,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
2562,0.44305411,0.267270863,0.044345677,2015,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2742,0.678946376,0.454582065,0.166557729,2015,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
2743,0.577705503,0.349569798,0.114233941,2015,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
2744,0.346356183,0.118571155,0.011914154,2015,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
2745,0.158560753,0.033684667,0.001030424,2015,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
2746,0.48402375,0.26347068,0.048609663,2015,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2747,0.375400007,0.153061405,0.048096884,2015,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,No education / Preschool,NA,NA
2748,0.279123068,0.101046354,0.022173941,2015,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Primary,NA,NA
2749,0.141950741,0.029237125,0.000902333,2015,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Secondary,NA,NA
2750,0.06587667,0.011409652,0,2015,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,Higher,NA,NA
2751,0.370612025,0.273990363,0.036806144,2015,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
3080,0.45115906,0.247359604,0.077027202,2015,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,1,NA
3081,0.40272671,0.201395944,0.060145229,2015,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,2,NA
3154,0.521215141,0.299703181,0.095331796,2015,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,1,NA
3155,0.501576006,0.264811039,0.078883603,2015,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,2,NA
3156,0.209552392,0.066839159,0.013899032,2015,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,1,NA
3157,0.213507816,0.080005728,0.024275914,2015,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,2,NA
3306,0.42353943,0.272637069,0.01629707,2015,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,1
3307,0.438359708,0.238709047,0.041055955,2015,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
3308,0.415609241,0.224795625,0.078382127,2015,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
3309,0.534407437,0.291371495,0.101435848,2015,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
3454,0.590621531,0.402573943,0.024584634,2015,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,1
3455,0.54158622,0.313915223,0.05325203,2015,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
3456,0.481438398,0.270376265,0.095754065,2015,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
3457,0.595966995,0.345727533,0.124962904,2015,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
3458,0.194673881,0.094652317,0.00494494,2015,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,1
3459,0.176164716,0.047685649,0.010077971,2015,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,2 to 3
3460,0.177214742,0.05972936,0.015471208,2015,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,4 to 6
3461,0.324564755,0.106083736,0.021237342,2015,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,7+
7,0.431028247,0.214104578,0.054333124,2019,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA
46,0.464635372,0.236518621,0.06111826,2019,State,urban/rural,All Households,statesector,0,Assam,NA,NA,NA,NA,NA,NA
47,0.227533638,0.078385226,0.013248416,2019,State,urban/rural,All Households,statesector,1,Assam,NA,NA,NA,NA,NA,NA
143,0.6238603,0.36269781,0.101763874,2019,State,All,Age,state,99,Assam,NA,NA,15 to 29,NA,NA,NA
144,0.466032147,0.256908894,0.076578692,2019,State,All,Age,state,99,Assam,NA,NA,30 to 45,NA,NA,NA
145,0.381893396,0.170389354,0.036428373,2019,State,All,Age,state,99,Assam,NA,NA,45 to 64,NA,NA,NA
146,0.381229728,0.150378346,0.022533417,2019,State,All,Age,state,99,Assam,NA,NA,65+,NA,NA,NA
147,0.299894124,0,0,2019,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA
335,0.637320817,0.374206632,0.101761803,2019,State,urban/rural,Age,statesector,0,Assam,NA,NA,15 to 29,NA,NA,NA
336,0.493884146,0.278455138,0.085332975,2019,State,urban/rural,Age,statesector,0,Assam,NA,NA,30 to 45,NA,NA,NA
337,0.417937666,0.192852944,0.042134099,2019,State,urban/rural,Age,statesector,0,Assam,NA,NA,45 to 64,NA,NA,NA
338,0.424173057,0.171045274,0.026614472,2019,State,urban/rural,Age,statesector,0,Assam,NA,NA,65+,NA,NA,NA
339,0.299894124,0,0,2019,State,urban/rural,Age,statesector,0,Assam,NA,NA,NA,NA,NA,NA
340,0.503778517,0.260026962,0.101782322,2019,State,urban/rural,Age,statesector,1,Assam,NA,NA,15 to 29,NA,NA,NA
341,0.269304186,0.104720756,0.014744279,2019,State,urban/rural,Age,statesector,1,Assam,NA,NA,30 to 45,NA,NA,NA
342,0.192647845,0.052447345,0.006471237,2019,State,urban/rural,Age,statesector,1,Assam,NA,NA,45 to 64,NA,NA,NA
343,0.150494948,0.039334837,0.000605889,2019,State,urban/rural,Age,statesector,1,Assam,NA,NA,65+,NA,NA,NA
682,0.613655567,0.366581142,0.117728546,2019,State,All,Education,state,99,Assam,NA,NA,NA,No education / Preschool,NA,NA
683,0.521357596,0.277922601,0.075635672,2019,State,All,Education,state,99,Assam,NA,NA,NA,Primary,NA,NA
684,0.302318692,0.102703877,0.007454351,2019,State,All,Education,state,99,Assam,NA,NA,NA,Secondary,NA,NA
685,0.104281902,0.020938164,0.000257743,2019,State,All,Education,state,99,Assam,NA,NA,NA,Higher,NA,NA
686,0.070272483,0,0,2019,State,All,Education,state,99,Assam,NA,NA,NA,NA,NA,NA
876,0.623262942,0.377133995,0.122919232,2019,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,No education / Preschool,NA,NA
877,0.538649321,0.293675572,0.081887439,2019,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Primary,NA,NA
878,0.333446115,0.118321344,0.008969957,2019,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Secondary,NA,NA
879,0.155487537,0.033917919,0.000423864,2019,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Higher,NA,NA
880,0.083878063,0,0,2019,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,NA,NA,NA
881,0.493637025,0.234751552,0.05288475,2019,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,No education / Preschool,NA,NA
882,0.390340894,0.158564925,0.028267093,2019,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,Primary,NA,NA
883,0.149221703,0.025890978,0,2019,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,Secondary,NA,NA
884,0.024834104,0.000799506,0,2019,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,Higher,NA,NA
885,0,0,0,2019,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,NA,NA,NA
1216,0.427840829,0.210938439,0.053184655,2019,State,All,Gender,state,99,Assam,NA,NA,NA,NA,1,NA
1217,0.452816606,0.235806569,0.062188718,2019,State,All,Gender,state,99,Assam,NA,NA,NA,NA,2,NA
1218,0.299894124,0,0,2019,State,All,Gender,state,99,Assam,NA,NA,NA,NA,NA,NA
1330,0.459909469,0.232206151,0.059471145,2019,State,urban/rural,Gender,statesector,0,Assam,NA,NA,NA,NA,1,NA
1331,0.498760879,0.267733067,0.073015206,2019,State,urban/rural,Gender,statesector,0,Assam,NA,NA,NA,NA,2,NA
1332,0.299894124,0,0,2019,State,urban/rural,Gender,statesector,0,Assam,NA,NA,NA,NA,NA,NA
1333,0.223832548,0.075641491,0.013192466,2019,State,urban/rural,Gender,statesector,1,Assam,NA,NA,NA,NA,1,NA
1334,0.246335223,0.092323422,0.013532646,2019,State,urban/rural,Gender,statesector,1,Assam,NA,NA,NA,NA,2,NA
1539,0.574423492,0.403081447,0.0292903,2019,State,All,HH Size,state,99,Assam,NA,NA,NA,NA,NA,1
1540,0.357920766,0.182858661,0.036116697,2019,State,All,HH Size,state,99,Assam,NA,NA,NA,NA,NA,2 to 3
1541,0.415645093,0.209095165,0.055770483,2019,State,All,HH Size,state,99,Assam,NA,NA,NA,NA,NA,4 to 6
1542,0.546515286,0.252592564,0.06783969,2019,State,All,HH Size,state,99,Assam,NA,NA,NA,NA,NA,7+
1695,0.703131676,0.521260738,0.044609714,2019,State,urban/rural,HH Size,statesector,0,Assam,NA,NA,NA,NA,NA,1
1696,0.410139114,0.21372728,0.044278048,2019,State,urban/rural,HH Size,statesector,0,Assam,NA,NA,NA,NA,NA,2 to 3
1697,0.442136347,0.228832766,0.062229767,2019,State,urban/rural,HH Size,statesector,0,Assam,NA,NA,NA,NA,NA,4 to 6
1698,0.577139974,0.271974951,0.072140448,2019,State,urban/rural,HH Size,statesector,0,Assam,NA,NA,NA,NA,NA,7+
1699,0.328336924,0.177125886,0,2019,State,urban/rural,HH Size,statesector,1,Assam,NA,NA,NA,NA,NA,1
1700,0.159138978,0.065349773,0.005048523,2019,State,urban/rural,HH Size,statesector,1,Assam,NA,NA,NA,NA,NA,2 to 3
1701,0.240286589,0.078442156,0.013013275,2019,State,urban/rural,HH Size,statesector,1,Assam,NA,NA,NA,NA,NA,4 to 6
1702,0.287356377,0.088570476,0.03144487,2019,State,urban/rural,HH Size,statesector,1,Assam,NA,NA,NA,NA,NA,7+
1963,0.565686226,0.361947924,0.121882662,2015,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA
2001,0.612357616,0.400490254,0.136827797,2015,State,urban/rural,All Households,statesector,0,Assam,NA,NA,NA,NA,NA,NA
2002,0.261642426,0.110861465,0.024521587,2015,State,urban/rural,All Households,statesector,1,Assam,NA,NA,NA,NA,NA,NA
2094,0.739582717,0.546767056,0.226626858,2015,State,All,Age,state,99,Assam,NA,NA,15 to 29,NA,NA,NA
2095,0.6017887,0.404366523,0.151690558,2015,State,All,Age,state,99,Assam,NA,NA,30 to 45,NA,NA,NA
2096,0.529889286,0.314602762,0.089495994,2015,State,All,Age,state,99,Assam,NA,NA,45 to 64,NA,NA,NA
2097,0.450726211,0.255441487,0.060016569,2015,State,All,Age,state,99,Assam,NA,NA,65+,NA,NA,NA
2262,0.764942348,0.576859176,0.242257074,2015,State,urban/rural,Age,statesector,0,Assam,NA,NA,15 to 29,NA,NA,NA
2263,0.641235769,0.439265102,0.166854367,2015,State,urban/rural,Age,statesector,0,Assam,NA,NA,30 to 45,NA,NA,NA
2264,0.577880144,0.353518248,0.102542423,2015,State,urban/rural,Age,statesector,0,Assam,NA,NA,45 to 64,NA,NA,NA
2265,0.518041193,0.295653284,0.070370287,2015,State,urban/rural,Age,statesector,0,Assam,NA,NA,65+,NA,NA,NA
2266,0.487182617,0.24726519,0.071061864,2015,State,urban/rural,Age,statesector,1,Assam,NA,NA,15 to 29,NA,NA,NA
2267,0.307398438,0.143921435,0.038524397,2015,State,urban/rural,Age,statesector,1,Assam,NA,NA,30 to 45,NA,NA,NA
2268,0.244035497,0.082805887,0.011786068,2015,State,urban/rural,Age,statesector,1,Assam,NA,NA,45 to 64,NA,NA,NA
2269,0.132273749,0.065208279,0.0110354,2015,State,urban/rural,Age,statesector,1,Assam,NA,NA,65+,NA,NA,NA
2563,0.748601377,0.558369815,0.239712253,2015,State,All,Education,state,99,Assam,NA,NA,NA,No education / Preschool,NA,NA
2564,0.657372117,0.457854986,0.173833922,2015,State,All,Education,state,99,Assam,NA,NA,NA,Primary,NA,NA
2565,0.428977698,0.202637166,0.021409554,2015,State,All,Education,state,99,Assam,NA,NA,NA,Secondary,NA,NA
2566,0.171961427,0.048832156,0.001696055,2015,State,All,Education,state,99,Assam,NA,NA,NA,Higher,NA,NA
2567,0.488666207,0.333344012,0.083934702,2015,State,All,Education,state,99,Assam,NA,NA,NA,NA,NA,NA
2752,0.769470632,0.581437588,0.25240621,2015,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,No education / Preschool,NA,NA
2753,0.688873649,0.48782444,0.187066779,2015,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Primary,NA,NA
2754,0.47255069,0.230428085,0.024996161,2015,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Secondary,NA,NA
2755,0.238695785,0.070431121,0.002648616,2015,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,Higher,NA,NA
2756,0.535074651,0.368539542,0.097339459,2015,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,NA,NA,NA
